token	lemma	pos
et	et	CON
post	post	ADV
ejusdem	idem	PRO
fratris	frater	NN
sui	suus	PRO
hierosolymam	hierosolyma	ADJ
profectionem	profectio	NN
ducatum	ducatus	NN
northmanniae	northmannia	NE
obtinuisset	obtineo	V
sicut	sicut	CON
ejusdem	idem	PRO
northmanniae	northmannia	NN
ducatus	ducatus	NN
se	sui	PRO
porrigit	porrigo	V
marchiis	marchius	NN
regni	regnum	NN
collimitans	collimito	NN
,	,	$,
quibuscunque	quicumque	ADJ
poterat	possum	V
modis	modus	NN
famosum	famosus	ADJ
juvenem	iuvenis	NN
nitebatur	nitor	V
impugnare	impugno	V
.	.	$.

similiter	similiter	ADV
et	et	CON
dissimiliter	dissimiliter	ADV
inter	inter	AP
eos	is	PRO
certabatur	certor	V
,	,	$,
similiter	similiter	ADV
cum	cum	AP
neuter	neuter	PRO
cederet	cedo	V
,	,	$,
dissimiliter	dissimiliter	ADV
cum	cum	CON
ille	ille	PRO
maturus	maturus	NN
,	,	$,
iste	iste	PRO
juvenculus	iuvenculus	NP
:	:	$.
ille	ille	PRO
opulentus	opulentus	NN
et	et	CON
anglorum	anglus	ADJ
thesaurorum	thesaurus	NN
profusor	profusor	NN
,	,	$,
mirabilisque	mirabilis	V
militum	militus	NN
mercator	mercator	NN
et	et	CON
solidator	solidator	V
;	;	$.
iste	iste	PRO
peculii	peculium	NN
expers	exper	NN
patri	pater	NN
,	,	$,
qui	qui	PRO
beneficiis	beneficium	NN
regni	regnum	NN
utebatur	utor	V
,	,	$,
parcendo	parceo	V
,	,	$,
sola	solus	ADJ
bonae	bonus	ADJ
indolis	indolus	NN
industria	industria	NN
militiam	militia	NN
cogebat	cogo	V
,	,	$,
audacter	audacter	ADV
resistebat	resisto	V
.	.	$.

videres	vider	NN
juvenem	iuvenis	ADJ
celerrimum	celer	ADJ
modo	modus	NN
bituricensium	bituricensis	NN
,	,	$,
modo	modo	NN
arvernorum	arvernus	NE
,	,	$,
modo	modo	ADV
burgundionum	burgundio	NN
militari	militare	NP
manu	manus	NN
transvolare	transvolo	V
fines	finis	NN
,	,	$,
nec	nec	CON
idcirco	idcirco	ADV
tardius	tardius	NN
,	,	$,
si	si	CON
ei	is	PRO
ignotescat	ignotesco	V
,	,	$,
vilcassinum	vilcassinus	NN
regredi	regredior	V
,	,	$,
et	et	CON
cum	cum	CON
trecentis	trecens	ADJ
aut	aut	CON
quingentis	quingens	ADJ
militibus	miles	NN
praefato	praefatus	ADJ
regi	rex	NN
guillelmo	guillelmus	ADJ
cum	cum	CON
millibus	milles	NN
fortissime	fortis	ADJ
refragari	refrago	V
,	,	$,
et	et	CON
,	,	$,
ut	ut	CON
dubius	dubius	ADJ
se	sui	PRO
habet	habeo	V
belli	bellus	NN
eventus	eventus	NN
,	,	$,
modo	modo	NN
cedere	cedo	V
,	,	$,
fugare	fugo	V
modo	modus	NN
.	.	$.

talibus	talis	PRO
utrobique	utrobique	ADJ
multi	multus	NN
intercipiebantur	intercipio	V
congressionibus	congressio	NN
,	,	$,
quorum	qui	PRO
famosus	famosus	ADJ
juvenis	iuvenio	NN
,	,	$,
et	et	CON
sui	suus	NN
,	,	$,
cum	cum	CON
plures	multus	ADJ
alios	alius	PRO
,	,	$,
tum	tum	CON
comitem	comes	NN
simonem	simo	ADJ
nobilem	nobilis	ADJ
virum	vir	NN
,	,	$,
gislebertum	gislebertus	NN
de	de	AP
aquila	aquila	NN
nobilem	nobilis	ADJ
,	,	$,
et	et	CON
angliae	propername	NN
et	et	CON
northmanniae	northmannia	NN
aeque	aeque	ADV
illustrem	illustris	NN
baronem	baro	NN
,	,	$,
paganum	paganus	ADJ
de	de	AP
gisortio	propername	NN
,	,	$,
qui	qui	PRO
castrum	caster	NN
idem	idem	PRO
primo	primo	ADV
munivit	munio	V
rex	rex	NN
e	ex	AP
contrario	contrarium	NN
angliae	anglius	NN
strenuum	strenuus	ADJ
et	et	CON
nobilem	nobilis	ADJ
comitem	comes	NN
matthaeum	matthaeus	NP
bellimontensem	bellimontensis	NN
,	,	$,
illustrem	illustris	NN
et	et	CON
magni	magnus	ADJ
nominis	nomen	NN
baronem	baro	ADJ
simonem	simones	NN
de	de	AP
monteforti	montefortus	NN
,	,	$,
dominum	dominus	NN
montis	mons	NN
-	-	$(
gai	non_latin	NN
paganum	paganus	NN
captos	captus	NN
tenuerunt	teneo	V
.	.	$.

verum	verum	ADV
angliae	anglius	NE
captos	captus	ADJ
ad	ad	AP
redemptionem	redemptio	NN
celerem	caeler	NN
militaris	militare	ADJ
stipendii	stipendium	V
acceleravit	accelero	V
anxietas	ancietas	NN
;	;	$.
francorum	franci	NE
vero	vero	CON
longa	longus	ADJ
diuturni	diuturnus	NN
carceris	carcer	NN
maceravit	macero	V
prolixitas	prolixitas	NN
,	,	$,
nec	nec	CON
ullo	ullus	PRO
modo	modus	NN
evinculari	evinculo	V
potuerunt	possum	V
,	,	$,
donec	donec	CON
suscepta	suscipio	NN
ejusdem	idem	PRO
regis	rex	NN
angliae	anglius	NN
militia	militia	NN
,	,	$,
hominio	hominium	ADJ
obligati	obligo	V
regnum	regnum	NN
et	et	CON
regem	rex	NN
impugnare	impugno	V
et	et	CON
turbare	turbo	V
jurejurando	iureo	NN
firmaverunt	firmo	V
.	.	$.

dicebatur	dico	V
equidem	equides	NN
vulgo	vulgus	NN
regem	rex	NN
illum	ille	PRO
superbum	superbum	NN
et	et	CON
impetuosum	impetuosus	NN
aspirare	aspiro	V
ad	ad	ADV
regnum	regnum	NN
francorum	franci	NE
,	,	$,
quia	quia	CON
famosus	famosus	ADJ
juvenis	iuvenio	NN
unicus	unicus	NN
patri	pater	NN
erat	sum	V
de	de	AP
nobilissima	nobilis	ADJ
conjuge	coniunx	NN
roberti	robertus	NN
flandrensis	flandrensis	NE
comitis	comes	NN
sorore	soror	NN
.	.	$.

qui	qui	PRO
enim	enim	CON
duo	duo	PRO
supererant	superio	V
,	,	$,
philippus	philippus	NP
et	et	CON
florus	florus	NN
,	,	$,
de	de	AP
super	super	AP
ducta	ducta	ORD
andegavensi	andegavensis	V
comitissa	comitto	NN
bertrada	bertrada	V
geniti	genio	V
erant	sum	V
,	,	$,
nec	nec	CON
illorum	ille	PRO
appretiabatur	appretior	V
successionem	successio	NN
,	,	$,
si	si	CON
unicum	unicum	ADJ
primum	primum	ADV
decedere	decedo	V
quocunque	quocumque	PRO
infortunio	infortunium	NN
contingeret	contingo	V
.	.	$.

verum	verus	ADJ
,	,	$,
quia	quia	CON
nec	nec	CON
fas	fas	NN
nec	nec	CON
naturale	naturalis	ADJ
est	sum	V
francos	francus	ADJ
anglis	anglus	NN
,	,	$,
imo	imo	NN
anglos	anglus	NN
francis	franci	NE
subjici	subicus	V
,	,	$,
spem	spes	NN
repulsivam	repulsivus	ADJ
rei	res	NN
delusit	deludo	V
eventus	eventus	NN
.	.	$.

nam	nam	CON
,	,	$,
cum	cum	CON
per	per	AP
triennium	triennium	NN
aut	aut	CON
eo	is	PRO
amplius	ample	ADV
haec	hic	PRO
insania	insania	V
se	sui	PRO
et	et	CON
suos	suus	PRO
exagitasset	exagito	V
,	,	$,
nec	nec	CON
per	per	AP
anglos	anglus	NN
,	,	$,
nec	nec	CON
per	per	AP
francos	francus	NP
hominio	hominium	NN
obligatus	obligo	NN
proficiendo	proficio	NN
voluntati	voluntas	NN
suae	suus	PRO
satisfacere	satisfacio	V
valeret	valeo	V
,	,	$,
subsedit	subsideo	V
.	.	$.

cumque	cum	CON
in	in	AP
angliam	anglium	NN
transfretasset	transfreto	V
,	,	$,
lasciviae	lascivia	NN
et	et	CON
animi	animus	NN
desideriis	desiderium	NN
deditus	dedo	V
,	,	$,
cum	cum	CON
quadam	quidam	PRO
die	dies	NN
in	in	AP
nova	novus	ADJ
silva	silva	NN
venationibus	venatio	NN
insisteret	insisto	V
,	,	$,
subito	subito	ADV
inopinata	inopino	ADJ
sagitta	sagitto	NN
percussus	percutio	V
interiit	intereo	V
(	(	$(
an	non_word	CON
.	.	$.

)	)	$(
.	.	$.

divinatum	divino	V
est	sum	V
virum	vir	NN
divina	divinus	ADJ
ultione	ultio	NN
percussum	percussum	V
,	,	$,
assumpto	assumptus	NN
veritatis	veritas	NN
argumento	argumentum	V
,	,	$,
eo	is	PRO
quod	quod	CON
pauperum	pauper	NN
exstiterat	exsto	V
intolerabilis	intolerabilis	NN
oppressor	oppressor	ADJ
,	,	$,
ecclesiarum	ecclesia	NN
crudelis	crudelis	ADJ
exactor	exactor	NN
,	,	$,
et	et	CON
si	si	CON
quando	quando	CON
episcopi	episcopus	NN
vel	vel	CON
praelati	praelatus	NN
decederent	decedo	V
,	,	$,
irreverentissimus	irreverens	ADJ
retentor	retentor	NN
et	et	CON
dissipator	dissipator	NN
.	.	$.

imponebatur	impono	V
a	ab	AP
quibusdam	quidam	PRO
cuidam	quidam	PRO
nobilissimo	nobilis	ADJ
viro	vir	NN
galterio	galterium	NN
tirello	tirellus	NN
quod	quod	CON
eum	is	PRO
sagitta	sagitto	V
perfoderat	perfodero	V
quem	qui	PRO
cum	cum	CON
nec	nec	ADV
timeret	timeo	V
,	,	$,
nec	nec	CON
speraret	spero	V
,	,	$,
jurejurando	iureor	V
saepius	saepe	ADV
audivimus	audio	V
,	,	$,
et	et	CON
quasi	quasi	CON
sacrosanctum	sacrosanctus	ADJ
asserere	assero	V
quod	quod	CON
ea	is	PRO
die	dies	NN
nec	nec	CON
in	in	AP
in	in	AP
eam	is	PRO
partem	pars	NN
silvae	silva	NN
in	in	AP
qua	quis	PRO
rex	rex	NN
venabatur	venor	V
venerit	venio	V
,	,	$,
nec	nec	CON
eum	is	PRO
in	in	AP
silva	silva	NN
omnino	omnino	ADV
viderit	video	V
.	.	$.

unde	unde	ADV
constat	consto	V
tantam	tantus	ADJ
tam	tam	ADV
subito	subito	ADV
tanti	tantus	ADJ
divina	divinus	ADJ
potentia	potentia	NN
in	in	AP
favillam	favilla	NN
evanuisse	evaneo	V
insaniam	insania	NN
,	,	$,
ut	ut	CON
qui	qui	PRO
alios	alius	PRO
supervacanee	supervacanes	NN
inquietabat	inquieto	V
,	,	$,
gravius	graviter	ADV
infinite	infiniter	NN
inquietetur	inquietor	V
,	,	$,
et	et	CON
qui	qui	PRO
omnia	omnis	ADJ
appetebat	appeto	V
,	,	$,
inglorius	inglorius	NN
omnibus	omnis	ADJ
exuatur	exuo	V
.	.	$.

deo	deus	NN
enim	enim	CON
,	,	$,
qui	qui	PRO
baltheum	baltheus	NN
regum	rex	NN
discingit	discingo	V
,	,	$,
regna	regnum	NN
et	et	CON
regnorum	regnum	NN
jura	ius	NN
subjiciuntur	subicio	V
.	.	$.

successit	succedo	V
eidem	idem	PRO
guillelmo	guillellelmus	NN
quam	quam	CON
celeriter	celeriter	V
in	in	AP
regno	regnum	NN
frater	frater	NN
minor	parvus	ADJ
natu	natus	NN
(	(	$(
quoniam	quoniam	CON
robertus	robertus	ADJ
major	magnus	NN
in	in	AP
illa	ille	PRO
magna	magnus	ADJ
expeditione	expeditio	NN
sancti	sanctus	ADJ
sepulcri	sepulcrus	NP
agebat	ago	V
)	)	$(
vir	vir	NN
prudentissimus	prudens	ADJ
henricus	henricus	NN
,	,	$,
cujus	qui	PRO
tam	tam	ADV
admiranda	admiro	V
quam	quam	ADV
praedicanda	praedico	V
animi	animus	NN
et	et	CON
corporis	corpus	NN
strenuitas	strenuitas	NN
et	et	CON
scientia	scientia	NN
gratam	gratus	ADJ
offerrent	offero	V
materiam	materia	NN
.	.	$.

sed	sed	CON
nil	nilis	NN
nostra	noster	PRO
refert	refero	V
,	,	$,
nisi	nisi	CON
si	si	CON
aliquid	aliquis	PRO
incidenter	incidenter	V
nostris	noster	PRO
convertibile	convertibilis	NN
,	,	$,
aliquando	aliquando	ADV
nos	nos	PRO
oporteat	oportet	V
,	,	$,
sicut	sicut	CON
et	et	CON
de	de	AP
regno	regnum	NN
lotharingorum	lotharingus	NE
,	,	$,
summatim	summatim	NN
praelibare	praelibo	V
.	.	$.

francorum	franci	NE
enim	enim	CON
,	,	$,
non	non	ADV
anglorum	anglus	ADJ
gesta	gestum	V
quodam	quidam	PRO
scripto	scribo	NN
memoriae	memoria	NN
mandare	mando	V
proposuimus	propono	V
.	.	$.

ludovicus	ludovicus	V
itaque	itaque	CON
famosus	famosus	ADJ
juvenis	juvenis	NN
,	,	$,
jucundus	iucundus	NP
,	,	$,
gratus	gratus	ADJ
et	et	CON
benevolus	benevolus	NP
,	,	$,
quo	quo	PRO
etiam	etiam	CON
a	ab	AP
quibusdam	quidam	PRO
simplex	simplex	NN
reputabatur	reputo	V
,	,	$,
jam	iam	ADV
adultus	adultus	NN
,	,	$,
illuster	illuster	ADV
et	et	CON
animosus	animosus	ADJ
regni	regnum	NN
paterni	paternus	ADJ
defensor	defensor	NN
,	,	$,
ecclesiarum	ecclesia	NN
utilitatibus	utilitas	NN
providebat	provideo	V
,	,	$,
oratorum	oratus	NN
,	,	$,
laboratorum	laborator	NN
et	et	CON
pauperum	pauper	NN
(	(	$(
quod	quod	CON
diu	diu	ADV
insolitum	insolesco	NN
fuerat	sum	V
)	)	$(
quieti	quies	NN
studebat	studeo	V
.	.	$.

quo	quo	PRO
siquidem	siquidem	CON
tempore	tempus	NN
inter	inter	AP
venerabilem	venerabilis	ADJ
beati	beatus	ADJ
dionysii	dionysius	NP
adam	adam	NP
abbatem	abbas	NN
et	et	CON
burchardum	burchardus	NN
nobilem	nobilis	ADJ
virum	vir	NN
dominum	dominus	NN
mommorenciacensem	mommorencia	NP
accidit	accido	V
quasdam	quidam	PRO
contentiones	contentio	NN
pro	pro	AP
quibusdam	quidam	PRO
consuetudinibus	consuetudo	NN
emersisse	emergo	V
,	,	$,
quae	qui	PRO
in	in	AP
tantam	tantus	ADJ
ebullierunt	ebullio	V
irritationis	irritatio	NN
molestiam	molestia	NN
,	,	$,
ut	ut	CON
rupto	ruptus	ADJ
hominio	hominium	NN
inter	inter	AP
defoederatos	defoedero	ADJ
,	,	$,
armis	arma	NN
,	,	$,
bello	bello	NN
,	,	$,
incendiis	incendium	NN
concertaretur	concerto	V
.	.	$.

quod	quod	CON
cum	cum	AP
auribus	auris	NN
domini	dominus	NN
ludovici	ludovicus	ADJ
insonuisset	insoneo	V
,	,	$,
indignatus	indigno	V
aegre	aeger	NN
tulit	fero	V
.	.	$.

nec	nec	CON
mora	mora	NN
,	,	$,
quin	quin	ADV
praefatum	praefatus	ADJ
burchardum	burchardus	NP
ante	ante	AP
patrem	pater	NN
castro	castrum	NN
pinciaco	pinciacus	ADJ
ad	ad	AP
causas	causa	NN
submonitum	summoneo	V
coegerit	cogo	V
.	.	$.

qui	qui	PRO
cum	cum	AP
cadens	cado	V
a	ab	AP
causa	causa	NN
justitiam	iustitia	NN
judicio	iudicium	NN
exsequi	exsequor	V
noluerit	nolo	V
,	,	$,
non	non	ADV
tentus	tentus	ADJ
(	(	$(
neque	neque	ADV
enim	enim	CON
francorum	franci	NE
mos	mos	NN
est	sum	V
)	)	$(
sed	sed	CON
recedens	recedo	V
,	,	$,
quid	quis	PRO
incommodi	incommodi	V
,	,	$,
quid	quis	PRO
calamitatis	calamitas	V
a	ab	AP
regia	regius	ADJ
majestate	maiestas	NN
subditorum	subditus	NN
mereatur	mereor	V
contumacia	contumacium	NN
,	,	$,
festinanter	festinanter	ADV
animadvertit	animadverto	V
.	.	$.

movit	moveo	V
namque	namque	CON
formosus	formosus	ADJ
juvenis	iuvenio	NN
illico	illico	ADV
arma	arma	NN
in	in	AP
eum	is	PRO
,	,	$,
et	et	CON
in	in	AP
complices	complex	NN
ejus	is	PRO
confoederatos	confoedero	V
(	(	$(
quippe	quippe	CON
matthaeum	matthaeus	NP
bellimontensem	bellimontensis	ADJ
comitem	comes	NN
,	,	$,
et	et	CON
drogonem	propername	NN
monciacensem	monciacensis	NE
(	(	$(
de	de	AP
mouchy	mouchys	NN
-	-	$(
le	non_latin	FM
-	-	$(
chátel	non_latin	FM
)	)	$(
,	,	$,
viros	vir	NN
strenuos	strenuus	ADJ
et	et	CON
bellicosos	bellicosus	ADJ
asciverat	ascio	V
)	)	$(
terram	terra	NN
ejusdem	idem	PRO
burchardi	burchardus	V
depopulans	depopulo	V
,	,	$,
municipia	municipium	NN
et	et	CON
incurtes	incurtis	NN
praeter	praeter	AP
castrum	castrum	NN
subvertens	subverto	V
,	,	$,
pessumdedit	pessumdo	V
,	,	$,
incendio	incendium	NN
,	,	$,
fame	fames	NN
,	,	$,
gladio	gladium	NN
contrivit	contrio	V
(	(	$(
an	an	CON
.	.	$.

)	)	$(
.	.	$.

cumque	cum	CON
de	de	AP
castro	castrum	NN
resistere	resisto	V
pariter	pariter	ADV
inniterentur	innitor	V
,	,	$,
obsidione	obsidio	NN
francorum	franci	NE
et	et	CON
flandrensium	flandrensis	NN
roberti	robertus	ADJ
avunculi	avunculus	NN
et	et	CON
suorum	suus	PRO
castrum	castrum	NN
cinxit	cingo	V
.	.	$.

his	hic	PRO
et	et	CON
aliis	alius	PRO
contritionum	contritio	NN
verberibus	verber	NN
humiliatum	humilio	V
voluntati	voluntas	NN
et	et	CON
beneplacito	beneplacitus	NN
suo	suus	PRO
curvavit	curvo	V
,	,	$,
et	et	CON
querelam	querela	NN
commotionis	commotio	NN
causam	causa	NN
cum	cum	CON
satisfactione	satisfactio	NN
pacavit	paco	V
.	.	$.

drogonem	drogo	NN
vero	vero	CON
montiacensem	montiacensis	NN
,	,	$,
pro	pro	AP
his	hic	PRO
et	et	CON
aliis	alius	PRO
,	,	$,
et	et	CON
maxime	magnus	ADJ
ecclesiae	ecclesia	NN
belvacensi	belvacensis	V
irrogatis	irrogo	NN
injuriis	iniurius	NN
aggressus	aggredior	V
,	,	$,
cum	cum	CON
ei	is	PRO
extra	extra	AP
castrum	castrum	NN
haud	haus	V
procul	procul	ADV
,	,	$,
ut	ut	CON
breviori	brevior	NN
,	,	$,
si	si	CON
confert	confero	V
,	,	$,
regrederetur	regredior	V
fuga	fuga	NN
,	,	$,
cum	cum	AP
magna	magnus	ADJ
militari	militare	V
sagittaria	sagittarius	NN
manu	manus	NN
,	,	$,
et	et	CON
balistaria	balistarius	NN
obviasset	obvio	V
,	,	$,
irruens	irruo	V
in	in	AP
eum	is	PRO
,	,	$,
retrocedere	retrocedo	V
,	,	$,
castrumque	caster	ADJ
ingredi	ingredior	V
armorum	armor	NN
oppressione	oppressio	NN
,	,	$,
absque	absque	AP
se	sui	PRO
non	non	ADV
permisit	permitto	V
;	;	$.
sed	sed	CON
irruens	irruo	V
inter	inter	AP
eos	is	PRO
,	,	$,
et	et	CON
cum	cum	CON
eis	is	PRO
per	per	AP
portam	porta	NN
,	,	$,
ut	ut	CON
erat	sum	V
fortissimus	fortiss	V
palaestrita	palaestrita	NN
,	,	$,
et	et	CON
spectabilis	spectabilis	V
gladiator	gladiator	NN
,	,	$,
in	in	AP
medio	medium	NN
castri	castrum	NN
et	et	CON
crebro	crebro	ADV
percussus	percutio	V
,	,	$,
et	et	CON
crebro	crebro	ADV
percutiens	percutio	V
,	,	$,
nullam	nullus	PRO
pati	patior	V
dignatus	digno	NN
est	sum	V
repulsam	repulsus	V
,	,	$,
nec	nec	CON
recedere	recedo	V
,	,	$,
donec	donec	CON
cum	cum	CON
supellectile	supellectilis	NN
totum	totus	ADJ
castrum	castrum	NN
usque	usque	AP
ad	ad	ADV
turris	turris	NN
procinctum	procinctus	NN
in	in	AP
medio	medium	NN
concremavit	concremo	V
.	.	$.

tanta	tantus	ADJ
viri	vir	NN
erat	sum	V
animositas	animositas	V
,	,	$,
ut	ut	CON
nec	nec	CON
incendium	incendium	NN
declinare	declino	V
curaret	curo	V
,	,	$,
cum	cum	CON
et	et	CON
ei	is	PRO
et	et	CON
exercitui	exercitus	NN
periculosum	periculosus	ADJ
esset	sum	V
,	,	$,
et	et	CON
multo	multus	ADJ
tempore	tempus	NN
maximam	magnus	ADJ
ei	is	PRO
raucitatem	raucitas	NN
generaret	genero	V
.	.	$.

sic	sic	ADV
humiliatum	humilio	V
in	in	AP
brachio	bracchium	NN
virtutis	virtus	NN
dei	deus	NN
,	,	$,
qui	qui	PRO
in	in	AP
causa	causa	NN
erat	sum	V
,	,	$,
subjectum	subicio	V
tanquam	tanquam	CON
clinicum	clinicus	NN
voluntatis	voluntas	NN
suae	suus	PRO
ditioni	ditio	NN
subjugavit	subiugo	V
.	.	$.

interea	interea	ADV
bellimontis	bellimontus	NN
comes	comes	NN
matthaeus	matthaeus	NP
contra	contra	AP
hugonem	hugo	NN
claromontensem	claromontensis	NE
virum	vir	NN
nobilem	nobilis	ADJ
,	,	$,
sed	sed	CON
mobilem	mobilis	ADJ
et	et	CON
simplicem	simplex	NE
,	,	$,
cujus	qui	PRO
filiam	filia	NN
duxerat	duco	V
sponsam	sponsa	ADJ
,	,	$,
longo	longus	ADJ
animi	animus	NN
rancore	rancor	NN
contendens	contendo	V
,	,	$,
castrum	castrum	NN
nomine	nomen	NN
lusarchium	lusarchius	NE
,	,	$,
cujus	qui	PRO
medietatem	medietas	NN
causa	causa	AP
conjugii	coniugium	NN
susceperat	suscipio	V
,	,	$,
totum	totus	ADJ
occupare	occupo	V
,	,	$,
turrim	turris	NN
sibi	sui	PRO
armis	arma	NN
et	et	CON
armatis	armatus	V
satagit	satago	V
munire	munio	V
.	.	$.

quid	quis	PRO
faceret	facio	V
hugo	hugo	NP
,	,	$,
quam	quam	CON
quod	quod	CON
ad	ad	ADV
regni	regnum	NN
defensorem	defensor	NN
festinans	festino	V
,	,	$,
pedibus	pes	NN
ejus	is	PRO
prostratus	prosterno	V
,	,	$,
obortis	obortus	NN
lacrymis	lacrima	NN
supplicat	supplico	V
ut	ut	CON
seni	senum	NN
condescendat	condescendo	V
,	,	$,
gravissime	gravis	NN
gravato	gravo	NN
opem	ops	NN
ferat	fero	V
?	?	$.
malo	malum	NN
,	,	$,
inquit	inquam	V
,	,	$,
charissime	carus	ADJ
domine	dominus	NN
,	,	$,
te	tu	PRO
terram	terra	NN
totam	totus	ADJ
meam	meus	PRO
habere	habeo	V
,	,	$,
quia	quia	CON
a	ab	AP
te	tu	PRO
eam	is	PRO
habeo	habeo	V
,	,	$,
quam	qui	PRO
gener	gener	FM
meus	meus	PRO
degener	degener	V
hanc	hic	PRO
habeat	habeo	V
.	.	$.

emori	emor	NE
cupio	cupio	V
,	,	$,
si	si	CON
eam	is	PRO
auferat	aufero	V
.	.	$.

cujus	qui	PRO
lacrymabili	lacrimabilis	NN
calamitate	calamitas	V
animo	animus	NN
compunctus	compungo	V
,	,	$,
amicabiliter	amicabiliter	ADV
manum	manus	NN
porrigit	porrigo	V
