token	lemma	pos
faeculentioris	faeculens	NN
naturae	natura	NN
et	et	CON
molis	molus	NN
corporeae	corporeus	ADJ
tarditate	tarditas	NN
premebatur	praemor	V
et	et	CON
trahebatur	traho	V
ad	ad	ADV
ima	ima	NN
,	,	$,
his	hic	PRO
quasi	quasi	CON
subvectus	subvectus	ADJ
alis	alis	NN
,	,	$,
ad	ad	ADV
alta	altus	NN
ascendat	ascendo	V
,	,	$,
et	et	CON
ad	ad	ADV
obtinendum	obtineo	V
verae	verus	ADJ
beatitudinis	beatitudo	NN
bravium	bravis	NN
,	,	$,
omnia	omnis	ADJ
alia	alius	PRO
felici	felicus	ADJ
compendio	compendium	NN
antecedat	antecedo	V
.	.	$.

dum	dum	CON
itaque	itaque	CON
naturam	natura	NN
fecundat	fecundo	V
gratia	gratia	NN
,	,	$,
ratio	ratio	NN
rebus	res	NN
perspiciendis	perspicio	V
et	et	CON
examinandis	examino	V
invigilat	invigilo	V
;	;	$.
naturae	natura	NN
sinus	sinus	NP
excutit	excutio	V
,	,	$,
metitur	metor	V
fructus	fructus	NN
et	et	CON
efficaciam	efficacia	NN
singulorum	singulus	ADJ
:	:	$.
et	et	CON
innatus	inno	V
omnibus	omnis	ADJ
amor	amor	NN
boni	bonum	ADJ
,	,	$,
naturali	naturalis	ADJ
urgente	urgo	V
se	sui	PRO
appetitu	appetio	NN
,	,	$,
hoc	hic	PRO
,	,	$,
aut	aut	CON
solum	solum	ADV
,	,	$,
aut	aut	CON
prae	prae	ADV
caeteris	caeterus	ADJ
sequitur	sequor	V
,	,	$,
quod	quod	CON
percipiendae	percipio	V
beatitudini	beatitudo	NN
maxime	magnus	ADJ
videtur	video	V
esse	sum	V
accommodum	accommodus	NN
.	.	$.

cum	cum	CON
vero	vero	CON
beatitudo	beatitudo	NN
communionis	communio	NN
ignara	ignara	NN
,	,	$,
quae	qui	PRO
aut	aut	CON
qualis	qualis	PRO
extra	extra	AP
societatem	societas	NN
sit	sum	V
,	,	$,
nec	nec	CON
fingi	fingo	NN
quidem	quidem	ADV
possit	possum	V
;	;	$.
quisquis	quisquis	PRO
ea	is	PRO
,	,	$,
quae	qui	PRO
ad	ad	AP
jus	ius	NN
humanae	humanus	ADJ
societatis	societas	NN
,	,	$,
(	(	$(
quae	qui	PRO
quodammodo	quodammodo	ADV
filiorum	filius	NN
naturae	natura	NN
unica	unicus	ADJ
et	et	CON
singularis	singularis	ADJ
fraternitas	fraternitus	NN
est	sum	V
)	)	$(
,	,	$,
conciliandum	concilio	ADJ
et	et	CON
fovendum	fovendum	NN
proficiunt	proficio	V
,	,	$,
impugnat	impugno	V
,	,	$,
viam	via	NN
adipiscendae	adipisco	NN
felicitatis	felicitas	NN
omnibus	omnis	ADJ
videtur	video	V
obstruere	obstruo	V
;	;	$.
et	et	CON
praecluso	praeclusus	NN
pacis	pax	NN
aditu	aditus	NN
,	,	$,
ut	ut	CON
in	in	AP
se	sui	PRO
concurrant	concurro	V
ad	ad	ADV
interitum	interitus	NN
orbis	orbis	NN
,	,	$,
naturae	natura	NN
viscera	viscus	NN
incitare	incito	V
.	.	$.

hoc	hic	PRO
quidem	quidem	ADV
est	sum	V
seminare	semino	V
inter	inter	AP
fratres	frater	NN
discordiam	discordia	NN
,	,	$,
hoc	hic	PRO
arma	arma	NN
ministrare	ministro	V
compositis	compono	V
;	;	$.
hoc	hic	PRO
denique	denique	ADV
firmare	firmo	V
novum	novus	NN
et	et	CON
magnum	magnus	ADJ
chaos	caus	NN
inter	inter	AP
deum	deus	NN
et	et	CON
homines	homo	NN
;	;	$.
sic	sic	ADV
enim	enim	CON
ad	ad	ADV
firmioris	firmior	NN
nexus	nexus	NN
compagem	compages	NN
et	et	CON
charitatis	caritas	NN
custodiam	custodia	NN
,	,	$,
universitatis	universitas	NN
partes	pars	NN
,	,	$,
creatrix	creatrix	NN
trinitas	trinitas	NN
,	,	$,
deus	deus	NN
unus	unus	ADJ
et	et	CON
verus	verus	ADJ
,	,	$,
ordinavit	ordino	V
,	,	$,
ut	ut	CON
alterius	alter	ADJ
ope	ops	NN
res	res	NN
altera	alter	ADJ
indigeret	indigero	V
,	,	$,
et	et	CON
altera	alter	ADJ
defectum	deficio	NN
suppleret	suppleo	V
alterius	alter	NN
;	;	$.
dum	dum	ADV
sunt	sum	V
singula	singulus	ADJ
quasi	quasi	CON
singulorum	singulus	ADJ
membra	membrum	NN
.	.	$.

semiplena	semiplenus	V
sunt	sum	V
ergo	ergo	ADV
omnia	omnis	ADJ
,	,	$,
si	si	CON
ab	ab	AP
invicem	invicem	ADV
dissolvantur	dissolvo	V
;	;	$.
sed	sed	CON
aliorum	alius	PRO
foederatione	foederatio	NN
perfecta	perfectus	V
:	:	$.
quoniam	quoniam	CON
omnia	omnis	ADJ
mutuis	mutuus	ADJ
constant	consto	V
auxiliis	auxilium	NN
.	.	$.

quid	quis	PRO
ad	ad	AP
beatitudinem	beatitudo	NN
obtinendam	obtineo	V
virtute	virtus	NN
fidelius	fidelio	V
,	,	$,
aut	aut	CON
utilius	utiliter	ADV
?	?	$.
quid	quis	PRO
compendiosius	compendiosus	V
?	?	$.
haec	hic	PRO
est	sum	V
enim	enim	CON
fere	fere	ADV
singularis	singularis	ADJ
et	et	CON
unica	unicus	ADJ
via	via	NN
,	,	$,
quam	quam	PRO
ad	ad	ADV
beatitudinem	beatitudo	NN
gratiae	gratia	NN
praeparavit	praeparo	V
.	.	$.

nam	nam	CON
qui	qui	PRO
citra	citra	NN
virtutis	virtus	NN
meritum	meritus	NN
beati	beatus	ADJ
fiunt	fio	NE
,	,	$,
non	non	ADV
tam	tam	ADV
eundo	eo	ADV
illuc	illuc	ADV
perveniunt	pervenio	V
,	,	$,
quam	qui	CON
trahuntur	traho	V
.	.	$.

miror	miror	V
itaque	itaque	CON
(	(	$(
non	non	ADV
tamen	tamen	ADV
satis	satis	ADV
,	,	$,
quia	quia	CON
non	non	ADV
possum	possum	V
)	)	$(
,	,	$,
quid	quis	PRO
sibi	sui	PRO
vult	volo	V
,	,	$,
qui	qui	PRO
eloquentiae	eloquentia	NN
negat	nego	V
esse	sum	V
studendum	studeo	V
;	;	$.
ipsamque	ipse	ADV
sicut	sicut	CON
visum	video	NN
non	non	ADV
caeco	caecum	NN
,	,	$,
auditum	audio	V
non	non	ADV
surdo	surdo	V
,	,	$,
asserit	assum	V
gratis	gratis	ADV
a	ab	AP
natura	natura	NN
pervenire	pervenio	V
ei	is	PRO
,	,	$,
qui	qui	PRO
mutus	mutus	NN
non	non	ADV
est	sum	V
;	;	$.
sed	sed	CON
plenius	plene	ADV
,	,	$,
si	si	CON
naturae	natura	NN
munus	munus	NN
exercitio	exercitio	NN
roboretur	roboro	V
,	,	$,
nec	nec	CON
tamen	tamen	ADV
beneficium	beneficium	NN
aliquod	aliqui	PRO
ab	ab	AP
arte	ars	NN
praestari	praestor	V
;	;	$.
aut	aut	CON
id	is	PRO
minus	minus	ADV
,	,	$,
quam	qui	PRO
labor	labor	NN
artis	artis	NN
exposcat	exposco	V
.	.	$.

sicut	sicut	CON
enim	enim	CON
eloquentia	eloquentia	NN
,	,	$,
non	non	ADV
modo	modo	ADV
temeraria	temerarius	V
est	sum	V
,	,	$,
sed	sed	CON
etiam	etiam	CON
caeca	caecum	ADJ
,	,	$,
quam	quam	PRO
ratio	ratio	NN
non	non	ADV
illustrat	illustro	V
;	;	$.
sic	sic	ADV
et	et	CON
sapientia	sapientia	NN
,	,	$,
quae	qui	PRO
usu	usus	NN
verbi	verbum	NN
non	non	ADV
proficit	proficio	V
,	,	$,
non	non	ADV
modo	modo	NN
debilis	debilis	NN
est	sum	V
,	,	$,
sed	sed	CON
quodam	quidam	PRO
modo	modus	NN
manca	mancus	NN
:	:	$.
licet	licet	CON
enim	enim	CON
quandoque	quandus	NN
aliquatenus	aliquatenus	V
sibi	sui	PRO
prodesse	prosum	V
possit	possum	V
sapientia	sapientia	NN
elinguis	elinguus	NN
ad	ad	ADV
solatium	solatium	NN
conscientiae	conscientia	NN
;	;	$.
raro	raro	ADV
tamen	tamen	ADV
,	,	$,
et	et	CON
parum	parum	ADV
confert	confero	V
ad	ad	ADV
usum	usus	NN
societatis	societas	NN
humanae	humanus	ADJ
.	.	$.

nam	nam	CON
ratio	ratio	NN
,	,	$,
scientiae	scientia	NN
virtutumque	virtus	NN
parens	parens	NN
,	,	$,
altrix	altrix	NN
et	et	CON
custos	custus	NN
,	,	$,
quae	qui	PRO
de	de	AP
verbo	verbum	NN
frequentius	frequenter	ADV
concipit	concipio	V
,	,	$,
et	et	CON
per	per	AP
verbum	verbum	NN
numerosius	numerosus	ADJ
et	et	CON
fructuosius	fructuosus	ADJ
parit	par	V
,	,	$,
aut	aut	CON
omnino	omnino	ADV
sterilis	sterilis	ADJ
permaneret	permaneo	V
,	,	$,
aut	aut	CON
quidem	quidem	ADV
infecunda	infecundo	V
,	,	$,
si	si	CON
non	non	ADV
conceptionis	conceptio	V
fructum	fructus	NN
in	in	AP
lucem	lux	NN
ederet	edo	V
eloquio	eloquium	NN
:	:	$.
et	et	CON
invicem	invicem	ADV
,	,	$,
quod	quod	CON
sentit	sentio	V
prudens	prudens	ADJ
agitatio	agitatio	NN
mentis	mens	NN
hominibus	homo	NN
publicaret	publico	V
.	.	$.

haec	hic	PRO
autem	autem	CON
est	sum	V
illa	ille	PRO
dulcis	dulcus	NN
et	et	CON
fructuosa	fructuosus	ADJ
conjugatio	coniugatio	NN
rationis	ratio	NN
et	et	CON
verbi	verbum	NN
,	,	$,
quae	qui	PRO
tot	tot	ADJ
egregias	egregius	NN
genuit	genuo	V
urbes	urbs	NN
,	,	$,
tot	tot	ADJ
conciliavit	concilio	V
et	et	CON
foederavit	foedeo	V
regna	regnum	NN
,	,	$,
tot	tot	ADJ
univit	unio	V
populos	populus	NN
et	et	CON
charitate	caritas	NN
devinxit	devingo	V
,	,	$,
ut	ut	CON
hostis	hostis	NN
omnium	omnis	ADJ
publicus	publicus	NN
merito	meritum	NN
censeatur	censeo	V
,	,	$,
quisquis	quisquis	PRO
hoc	hic	PRO
,	,	$,
quod	quod	CON
ad	ad	AP
utilitatem	utilitas	NN
omnium	omnis	ADJ
deus	deus	NN
conjunxit	coniungo	V
,	,	$,
nititur	nitor	V
separare	separo	V
.	.	$.

mercurio	mercurium	NN
philologiam	philologia	NN
invidet	invido	V
,	,	$,
et	et	CON
ab	ab	AP
amplexu	amplexus	NN
philologiae	philologia	NN
mercurium	mercurium	NN
avellit	avello	V
,	,	$,
qui	qui	PRO
eloquentiae	eloquentia	NN
praeceptionem	praeceptio	NN
a	ab	AP
studiis	studium	NN
philosophiae	philosophia	NN
eliminat	elimino	V
;	;	$.
et	et	CON
,	,	$,
quamvis	quamvis	ADV
solam	solus	ADJ
videatur	video	V
eloquentiam	eloquentia	NN
persequi	persequor	V
,	,	$,
omnia	omnis	ADJ
liberalia	liberalis	NN
studia	studium	NN
convellit	convello	V
,	,	$,
omnem	omnis	ADJ
totius	totus	ADJ
philosophiae	philosophia	NN
impugnat	impugno	V
operam	opera	NN
,	,	$,
societatis	societas	NN
humanae	humanus	ADJ
foedus	foedus	NN
distrahit	distraho	V
,	,	$,
et	et	CON
nullum	nullus	PRO
charitati	caritas	NN
,	,	$,
aut	aut	CON
vicissitudini	vicissitudo	NN
officiorum	officium	NN
relinquit	relinquo	V
locum	locus	NN
.	.	$.

brutescent	brutesco	V
homines	homo	NN
,	,	$,
si	si	CON
concessi	concedo	ADJ
dote	dote	NN
priventur	privo	V
eloquii	eloquium	NN
;	;	$.
ipsaeque	ipse	NN
urbes	urbs	NN
videbuntur	video	V
potius	pote	ADV
pecorum	pecus	ADJ
quasi	quasi	CON
septa	septum	NP
,	,	$,
quam	quam	CON
coetus	coetus	NN
hominum	homo	NN
,	,	$,
nexu	nexus	NN
quodam	quidam	PRO
societatis	societas	NN
foederatus	foedero	V
,	,	$,
ut	ut	CON
participatione	participatio	NN
officiorum	officium	NN
,	,	$,
et	et	CON
amica	amicus	NN
invicem	invicem	ADV
vicissitudine	vicissitudo	NN
eodem	idem	PRO
jure	ius	NN
vivat	vivo	V
.	.	$.

quis	quis	PRO
enim	enim	CON
contractus	contractus	NN
rite	rite	ADV
celebrabitur	celebro	V
?	?	$.
quae	qui	PRO
fidei	fides	NN
aut	aut	CON
morum	mos	NN
disciplina	disciplina	NN
vigebit	vigeo	V
?	?	$.
quaenam	quaena	NN
erit	sum	V
obsecundatio	obsecundatio	NN
aut	aut	CON
communicatio	communicatio	NN
voluntatum	volunto	NN
,	,	$,
subtracto	subtracto	V
verbi	verbum	NN
commercio	commercio	NN
?	?	$.
non	non	ADV
ergo	ergo	ADV
unam	unus	ADJ
,	,	$,
non	non	ADV
paucos	paucus	NN
,	,	$,
sed	sed	CON
omnes	omnis	ADJ
simul	simul	ADV
urbes	urbs	NN
et	et	CON
politicam	politicus	ADJ
vitam	vita	NN
totam	totus	ADJ
aggreditur	aggredior	V
cornificius	cornificium	NN
noster	noster	PRO
,	,	$,
studiorum	studium	NN
eloquentiae	eloquentia	NN
imperitus	imperio	V
et	et	CON
improbus	improbus	NN
impugnator	impugnator	V
.	.	$.

ipsum	ipse	PRO
vero	vero	CON
vulgato	vulgo	V
designarem	designo	NE
ex	ex	AP
nomine	nomen	NN
,	,	$,
et	et	CON
tumorem	tumor	NN
ventris	venter	NN
et	et	CON
mentis	mens	NN
;	;	$.
oris	os	NN
impudicitiam	impudicitia	NN
,	,	$,
rapacitatem	rapacitas	NN
manuum	manus	NN
,	,	$,
gestus	gestus	NP
levitatem	levitas	NN
,	,	$,
foeditatem	foeditas	NN
morum	mos	NN
(	(	$(
quos	qui	PRO
tota	totus	ADJ
vicinia	vicinia	NN
despuit	despeo	V
)	)	$(
,	,	$,
obscenitatem	obscenitas	NN
libidinis	libidina	NN
,	,	$,
deformitatem	deformitas	NN
corporis	corpus	NN
,	,	$,
turpitudinem	turpitudo	NN
vitae	vita	NN
,	,	$,
maculam	macula	NN
famae	fama	NN
,	,	$,
publicis	publicus	ADJ
aspectibus	aspectus	ADJ
ingerens	ingero	NN
denudarem	denudo	NN
,	,	$,
nisi	nisi	CON
me	ego	PRO
christiani	christianus	ADJ
nominis	nomen	NN
reverentia	reverentia	NN
cohiberet	cohibeo	V
.	.	$.

memor	memor	ADJ
enim	enim	CON
professionis	professio	NN
,	,	$,
meae	meus	PRO
et	et	CON
fraternae	fraterna	ADJ
,	,	$,
quae	qui	PRO
in	in	AP
domino	dominus	NN
est	sum	V
,	,	$,
communionis	communio	NN
indulgendum	indulgeo	V
esse	sum	V
personae	persona	NN
credidi	credo	V
,	,	$,
dum	dum	CON
tamen	tamen	ADV
non	non	ADV
indulgeatur	indulgeo	V
errori	error	NN
.	.	$.

defero	defero	NN
ergo	ergo	ADV
deo	deus	NN
,	,	$,
parcens	parceo	ADJ
naturae	natura	NN
,	,	$,
quae	qui	PRO
ab	ab	AP
ipso	ipse	PRO
est	sum	V
,	,	$,
et	et	CON
impugnans	impugno	V
vitium	vitium	NN
,	,	$,
quod	quod	CON
contra	contra	AP
ipsum	ipse	PRO
est	sum	V
;	;	$.
dum	dum	CON
naturam	natura	NN
corrumpit	corrumpo	V
,	,	$,
quam	quam	PRO
ille	ille	PRO
generavit	genero	V
.	.	$.

utique	utique	ADV
par	par	V
est	sum	V
sine	sine	AP
derogatione	derogatio	NN
personae	persona	NN
,	,	$,
sententiam	sententia	NN
impugnari	impugno	V
;	;	$.
nihilque	nihil	PRO
turpius	turpis	NN
,	,	$,
quam	qui	CON
cum	cum	CON
sententia	sententia	NN
displicet	displico	V
,	,	$,
aut	aut	CON
opinio	opinium	NN
,	,	$,
rodere	rodo	V
nomen	nomen	NN
auctoris	auctor	NN
;	;	$.
longe	longe	ADV
quidem	quidem	ADV
probabilius	probabiliter	V
est	sum	V
,	,	$,
ut	ut	CON
opinioni	opinio	NN
falsae	falsus	ADJ
,	,	$,
quatenus	quatenus	ADV
tamen	tamen	ADV
error	error	NN
tolerabilis	tolerabilis	NN
est	sum	V
,	,	$,
parcatur	parco	V
interdum	interdum	ADV
propter	propter	AP
hominem	homo	NN
,	,	$,
quam	qui	CON
ut	ut	CON
propter	propter	AP
opinionem	opinio	NN
homo	homo	NN
carpatur	carpo	V
.	.	$.

singula	singulus	ADJ
suis	suus	PRO
sunt	sum	V
examinanda	examino	V
indiciis	indicium	NN
,	,	$,
et	et	CON
paria	par	ADJ
meritis	meritus	NN
sunt	sum	V
praemia	praemium	NN
conferenda	confero	V
;	;	$.
ita	ita	ADV
tamen	tamen	ADV
,	,	$,
ut	ut	CON
rigorem	rigor	NN
mansuetudo	mansuetudo	NN
clementiae	clementia	NN
vincat	vinco	V
.	.	$.

hac	hic	PRO
itaque	itaque	CON
contemplatione	contemplatio	NN
,	,	$,
suppressi	suppressus	V
vulgati	vulgo	NN
nominis	nomen	NN
notam	notus	NN
:	:	$.
ne	ne	CON
non	non	ADV
tam	tam	ADV
erroris	error	NN
videar	videar	NN
procurasse	procuro	V
medelam	medela	NN
,	,	$,
quam	quam	CON
infensam	infensus	V
deturpasse	deturpo	V
personam	persona	NN
.	.	$.

ut	ut	CON
autem	autem	CON
verum	verus	ADJ
fatear	fateor	NN
,	,	$,
nihil	nihil	PRO
est	sum	V
minus	parve	ADV
verum	verus	ADV
,	,	$,
quia	quia	CON
quatenus	quatenus	ADV
christiano	christianus	ADJ
licitum	licitus	NN
est	sum	V
,	,	$,
personam	persona	NN
et	et	CON
sententiam	sententia	NN
aeque	aeque	ADV
contemno	contemnus	NN
.	.	$.

ut	ut	CON
libet	libet	V
ergo	ergo	ADV
ille	ille	PRO
stertat	sterto	V
in	in	AP
dies	dies	NN
medios	medius	ADJ
,	,	$,
quotidianis	quotidianus	ADJ
conviscerationibus	convisceratio	NN
ingurgitetur	ingurgitor	V
ad	ad	ADV
crapulam	crapula	NN
,	,	$,
et	et	CON
in	in	AP
illis	ille	PRO
immunditiis	immunditia	ADJ
volutatus	volutas	NN
incumbat	incumbo	V
,	,	$,
quae	qui	PRO
nec	nec	CON
porcum	porcus	NN
deceant	deceo	V
epicuri	epicurus	V
.	.	$.

caeterum	caeterus	ADV
opinioni	opinio	NN
reluctor	reluctor	V
,	,	$,
quae	qui	PRO
multos	multus	ADJ
perdidit	perdo	V
,	,	$,
eo	is	PRO
quod	quod	CON
populum	populus	NN
,	,	$,
qui	qui	PRO
sibi	sui	PRO
credat	credo	V
,	,	$,
habet	habeo	V
;	;	$.
et	et	CON
,	,	$,
licet	licet	CON
antiquo	antiquus	ADJ
novus	novus	ADJ
cornificius	cornificium	V
ineptior	ineptus	NN
sit	sum	V
,	,	$,
ei	is	PRO
tamen	tamen	ADV
turba	turba	NN
insipientium	insipio	NN
acquiescit	acquiesco	V
.	.	$.

illorum	ille	PRO
tamen	tamen	ADV
maxime	magnus	ADJ
,	,	$,
qui	qui	PRO
,	,	$,
cum	cum	CON
inertes	iners	ADJ
sint	sum	V
et	et	CON
ignavi	ignosco	ADJ
,	,	$,
videri	video	V
,	,	$,
quam	qui	CON
esse	sum	V
sapientes	sapiens	NN
,	,	$,
appetunt	appeto	V
.	.	$.

ego	ego	NE
quidem	quidem	ADV
omnino	omnino	ADV
non	non	ADV
miror	miror	V
si	si	CON
credulos	credulus	ADJ
auditores	auditor	NN
suos	suus	PRO
,	,	$,
multa	multus	ADJ
mercede	merces	NN
conductus	conduco	V
et	et	CON
multo	multus	ADJ
tempore	tempus	NN
aerem	aeres	NN
verberans	verbero	V
,	,	$,
docuit	doceo	V
nihil	nihil	PRO
scire	scio	V
:	:	$.
cum	cum	CON
et	et	CON
ipse	ipse	PRO
sic	sic	ADV
edoctus	edoceo	V
sit	sum	V
a	ab	AP
magistris	magister	NN
.	.	$.

siquidem	siquidem	CON
non	non	ADV
facundus	facundo	V
,	,	$,
sed	sed	CON
verbosus	verbosus	V
,	,	$,
et	et	CON
sine	sine	AP
fructu	fructus	NN
sensuum	sensus	NN
,	,	$,
verborum	verbum	NN
folia	folium	NP
in	in	AP
ventum	ventum	NN
continue	continuus	V
profert	profero	V
.	.	$.

ea	is	PRO
tamen	tamen	ADV
est	sum	V
cautela	cautela	NN
hominis	homo	NN
,	,	$,
cum	cum	CON
aeque	aeque	ADV
omnium	omnis	ADJ
dicta	dictum	NN
vituperet	vitupero	V
,	,	$,
ut	ut	CON
in	in	AP
astruenda	astruo	V
sua	suus	PRO
,	,	$,
aut	aut	CON
aliena	alienus	ADJ
sententia	sententia	NN
destruenda	destruo	V
,	,	$,
nunquam	nunquam	ADV
manum	manus	NN
conserat	consum	V
,	,	$,
ratione	ratio	NN
nunquam	nunquam	ADV
innitatur	innito	V
,	,	$,
nunquam	nunquam	ADV
sustineat	sustineo	V
congredi	congredior	V
in	in	AP
campo	campus	NN
scripturarum	scriptura	NN
:	:	$.
nescio	nescio	V
quid	quis	PRO
arduum	arduus	NP
et	et	CON
ignotum	ignosco	V
omnibus	omnis	ADJ
sapientibus	sapiens	NN
,	,	$,
tumenti	tumens	V
ventosi	ventosus	ADJ
pulmonis	pulmo	NN
folle	folo	NN
concepit	concipio	V
:	:	$.
unde	unde	ADV
alicui	aliquis	PRO
respondere	respondeo	V
,	,	$,
aut	aut	CON
patienter	patienter	ADV
audire	audio	V
quempiam	quispiam	PRO
,	,	$,
dedignatur	dedigno	V
.	.	$.

si	si	CON
enim	enim	CON
quidlibet	quidlebet	V
proposueris	propono	NN
,	,	$,
ille	ille	PRO
conviciabitur	convicio	V
,	,	$,
aut	aut	CON
ridebit	rideo	V
.	.	$.

si	si	CON
,	,	$,
ut	ut	CON
ille	ille	PRO
propositum	propositum	NN
probet	probo	V
,	,	$,
exspectas	exspectas	V
,	,	$,
dilatio	dilatio	NN
necessaria	necessarius	ADJ
est	sum	V
;	;	$.
ut	ut	CON
,	,	$,
cum	cum	CON
dies	dies	NN
cesserit	cedo	V
,	,	$,
tu	tu	PRO
exspectationis	exspectatio	ADJ
fructu	fructus	NN
fraudaberis	fraudo	V
,	,	$,
eo	is	PRO
quod	quod	CON
margaritas	margaritas	V
suas	suus	PRO
,	,	$,
porcis	porco	NN
alienis	alienus	ADJ
,	,	$,
ut	ut	CON
ait	aio	V
,	,	$,
non	non	ADV
vult	volo	V
esse	sum	V
communes	communis	ADJ
.	.	$.

fabellis	fabella	NN
tamen	tamen	ADV
et	et	CON
nugis	nuguis	NN
,	,	$,
suos	suus	PRO
pascit	pasco	V
interim	interim	ADV
auditores	auditor	NN
;	;	$.
quos	qui	PRO
,	,	$,
sine	sine	AP
artis	artus	V
beneficio	beneficium	NN
,	,	$,
si	si	CON
vera	verus	ADJ
sunt	sum	V
quae	qui	PRO
promittit	promitto	V
,	,	$,
faciet	facio	V
eloquentes	eloquor	V
,	,	$,
et	et	CON
tramite	trames	NN
compendioso	compendiosus	NE
sine	sine	AP
labore	labor	NN
,	,	$,
philosophos	philosophuso	NN
.	.	$.

nam	nam	CON
et	et	CON
ipse	ipse	PRO
accepit	accipio	V
a	ab	AP
doctoribus	doctor	NN
,	,	$,
quod	quod	CON
nunc	nunc	ADV
discipulis	discipulus	NN
tradit	trado	V
,	,	$,
eosque	is	PRO
sic	sic	ADV
instituit	instituo	V
,	,	$,
sicut	sicut	CON
et	et	CON
ipse	ipse	PRO
institutus	instituo	V
est	sum	V
.	.	$.

discipulos	discipulus	NN
ergo	ergo	ADV
in	in	AP
philosophia	philosophia	NN
sibi	sui	PRO
faciet	facio	V
coaequales	coaequalis	V
.	.	$.

quid	quis	PRO
multa	multus	ADJ
?	?	$.
nonne	nonne	ADV
sic	sic	ADV
perfecti	perfectus	NN
erunt	sum	V
,	,	$,
juxta	iuxta	AP
illud	ille	PRO
evangelii	evangelium	NN
:	:	$.
discipulus	discipulus	NN
omnis	omnis	ADJ
perfectus	perficio	V
est	sum	V
,	,	$,
si	si	CON
sit	sum	V
sicut	sicut	CON
magister	magister	NN
ejus	is	PRO
?	?	$.
eo	is	PRO
autem	autem	CON
tempore	tempus	NN
ista	iste	PRO
cornificius	cornificium	V
didicit	disco	V
,	,	$,
quae	qui	PRO
nunc	nunc	ADV
docenda	doceo	V
reservat	reservo	V
,	,	$,
audienda	audio	V
quidem	quidem	ADV
felicibus	felicio	V
,	,	$,
et	et	CON
,	,	$,
ut	ut	CON
dici	dico	V
solet	solo	V
,	,	$,
auribus	auris	NN
jovis	jovus	ADJ
,	,	$,
quando	quando	CON
in	in	AP
liberalibus	liberalis	ADJ
disciplinis	disciplina	NN
,	,	$,
littera	littera	NN
nihil	nihil	NN
erat	sum	V
,	,	$,
et	et	CON
ubique	ubique	ADV
spiritus	spiritus	NN
quaerebatur	quaero	V
,	,	$,
qui	qui	PRO
,	,	$,
ut	ut	CON
aiunt	aio	V
,	,	$,
latet	lato	V
in	in	AP
littera	littera	NN
.	.	$.

hylam	hyla	NN
esse	sum	V
ab	ab	AP
hercule	hercule	NN
,	,	$,
validum	validus	ADJ
scilicet	scilicet	ADV
argumentum	argumentum	NN
,	,	$,
a	ab	AP
forti	fortum	ADJ
et	et	CON
robusto	robustus	ADJ
argumentatore	argumentator	NN
potestates	potestas	NN
vocalium	vocalis	ADJ
,	,	$,
quinque	quinque	NUM
jura	ius	NN
regnorum	regnum	NN
