token	lemma	pos
praecessisse	praecedo	V
:	:	$.
fili	filius	NN
hominis	homo	NN
,	,	$,
scribe	scribeo	V
tibi	tu	PRO
nomen	nomen	NN
diei	dies	NN
hujus	hic	PRO
,	,	$,
in	in	AP
qua	quis	PRO
confirmatus	confirmo	V
est	sum	V
rex	rex	NN
babylonis	babylon	NE
adversus	adversus	NN
jerusalem	jerusalem	NE
.	.	$.

hodie	hodie	ADV
,	,	$,
sicut	sicut	CON
audivimus	audio	V
,	,	$,
sic	sic	ADV
accidit	accido	V
in	in	AP
civitate	civitas	NN
domini	dominus	NN
virtutum	virtus	NN
.	.	$.

sola	solus	ADJ
sedet	sedeo	V
,	,	$,
imo	imo	ADV
solitudo	solitudo	NN
facta	facio	V
est	sum	V
civitas	civitas	NN
plena	plenus	ADJ
populis	populus	NN
,	,	$,
domina	dominus	V
gentium	gens	NN
,	,	$,
princeps	princeps	NN
provinciarum	provincia	NN
facta	facio	V
est	sum	V
sub	sub	AP
tributo	tributum	NN
.	.	$.

omnes	omnis	ADJ
portae	porta	NN
ejus	is	PRO
destructae	destruo	V
,	,	$,
sacerdotes	sacerdos	NN
ejus	is	PRO
gladio	gladium	NN
ceciderunt	cado	V
.	.	$.

juvenes	iuvenis	NN
eorum	is	PRO
,	,	$,
et	et	CON
virgines	virgo	NN
eorum	is	PRO
in	in	AP
captivitatem	captivitas	NN
dati	do	V
sunt	sum	V
,	,	$,
et	et	CON
pulchritudo	pulchritudo	NN
eorum	is	PRO
in	in	AP
manus	manus	NN
inimici	inimicus	NN
.	.	$.

manum	manus	NN
suam	suus	PRO
misit	mitto	V
hostis	hostis	NN
ad	ad	ADV
omnia	omnis	ADJ
desiderabilia	desiderabilis	NN
ejus	is	PRO
,	,	$,
abstulit	aufero	V
dominus	dominus	NN
omnes	omnis	ADJ
magnificos	magnificus	NN
de	de	AP
medio	medium	NN
civitatis	civitas	NN
,	,	$,
destruxit	destruo	V
in	in	AP
furore	furor	NN
suo	suus	NN
omnes	omnis	ADJ
munitiones	munitio	NN
filiae	filia	NN
juda	juda	NE
,	,	$,
repulit	repello	V
altare	altar	NN
suum	suus	NN
,	,	$,
maledixit	maledico	V
sanctificationi	sanctificatio	NN
suae	suus	PRO
.	.	$.

et	et	CON
quid	quis	PRO
threnos	threnus	ADJ
jeremiae	jeremia	NP
revolvo	revolvo	V
?	?	$.
totus	totus	ADJ
jeremias	jeremias	NP
non	non	ADV
sufficeret	sufficio	V
faciem	facies	NN
miseriae	miseria	NN
praesentis	praesens	ADJ
exprimere	exprimo	V
.	.	$.

ut	ut	CON
tamen	tamen	ADV
lamentabilem	lamentabilis	ADJ
rei	res	NN
eventum	evenio	ADJ
verbo	verbum	NN
ejusdem	idem	PRO
prophetae	propheta	NN
concludam	concludo	NN
:	:	$.
complevit	compleo	V
dominus	dominus	NN
furorem	furor	NN
suum	suus	NN
,	,	$,
effudit	effundo	V
iram	ira	NN
indignationis	indignatio	NN
suae	suus	PRO
,	,	$,
inebriavit	inebrio	V
sagittas	sagittas	NN
suas	suus	PRO
sanguine	sanguen	NN
.	.	$.

et	et	CON
juxta	iuxta	AP
verbum	verbum	NN
isaiae	isaias	NP
:	:	$.
completa	compleo	V
est	sum	V
malitia	malitia	NN
tua	tuus	PRO
,	,	$,
jerusalem	jerusalem	NE
;	;	$.
bibisti	bibo	V
de	de	AP
manu	manus	NN
domini	dominus	NN
calicem	calix	NN
irae	ira	NN
ejus	is	PRO
usque	usque	AP
ad	ad	ADV
fundum	fundus	NN
,	,	$,
calicem	calix	NN
soporis	soperis	NN
bibisti	bibo	V
,	,	$,
et	et	CON
potasti	poto	V
usque	usque	AP
ad	ad	ADV
faeces	faecis	NN
.	.	$.

o	o	ITJ
bone	bonus	ADV
jesu	jesus	NP
,	,	$,
o	o	ITJ
benigne	benigne	ADJ
,	,	$,
o	o	ITJ
amabilis	amabilis	NN
,	,	$,
o	o	ITJ
desiderabilis	desiderabilis	NN
,	,	$,
o	o	ITJ
suavis	suavus	ADJ
,	,	$,
o	o	ITJ
dulcis	dulcus	NN
,	,	$,
a	ab	AP
amor	amor	NN
deus	deus	NN
,	,	$,
o	o	ITJ
charitas	caritas	NN
deus	deus	NN
,	,	$,
ubi	ubi	CON
sunt	sum	V
misericordiae	misericordia	NN
tuae	tuus	PRO
antiquae	antiquus	ADJ
?	?	$.
quomodo	quomodo	ADV
oblitus	oblio	V
es	sum	V
miserationum	miseratio	NN
tuarum	tuus	PRO
?	?	$.
quomodo	quomodo	ADV
nobis	nos	PRO
versus	versus	NN
es	sum	V
in	in	AP
crudelem	crudelis	NN
?	?	$.
multitudo	multitudo	NN
viscerum	viscio	NN
tuorum	tuus	PRO
et	et	CON
miserationum	miseratio	NN
tuarum	tuus	PRO
continuerunt	contineo	V
se	sui	PRO
super	super	AP
nos	nos	PRO
,	,	$,
vigilavit	vigilo	V
jugum	iugum	NN
iniquitatum	iniquitas	NN
nostrarum	noster	PRO
in	in	AP
manibus	manus	NN
tuis	tuus	PRO
.	.	$.

signasti	signo	V
quasi	quasi	CON
in	in	AP
sacculo	sacculum	ADJ
delicta	delicta	NN
nostra	noster	PRO
,	,	$,
et	et	CON
cum	cum	CON
eorum	is	PRO
fuissemus	sum	NN
obliti	oblitus	V
,	,	$,
nonne	nonne	ADV
haec	hic	PRO
condita	conditus	V
fuerunt	sum	V
apud	apud	AP
te	tu	PRO
,	,	$,
et	et	CON
signata	signo	V
in	in	AP
thesauris	thesaurus	NN
tuis	tuus	PRO
?	?	$.
ideo	ideo	ADV
repulisti	repelio	V
nos	nos	PRO
,	,	$,
et	et	CON
confudisti	confundo	V
nos	nos	PRO
;	;	$.
dedisti	do	V
servos	servus	NN
tuos	tuus	PRO
tanquam	tanquam	CON
oves	ovis	NN
escarum	escarus	NN
et	et	CON
in	in	AP
populis	populus	NN
dispersisti	disperno	V
nos	nos	PRO
.	.	$.

qui	qui	PRO
factus	facio	V
eras	sum	NN
nobis	nos	PRO
a	ab	AP
deo	deus	NN
non	non	ADV
solum	solum	ADV
sapientia	sapientia	NN
,	,	$,
sed	sed	CON
justitia	iustitia	NN
,	,	$,
et	et	CON
sanctificatio	sanctificatio	NN
et	et	CON
redemptio	redemptio	NN
,	,	$,
jam	iam	ADV
non	non	ADV
sanctificator	sanctificator	V
,	,	$,
aut	aut	CON
redemptor	redemptor	NN
,	,	$,
sed	sed	CON
mortificator	mortificator	V
,	,	$,
et	et	CON
peremptor	peremptor	NN
effectus	effectus	ADJ
es	sum	V
.	.	$.

utquid	utquis	NP
,	,	$,
domine	dominus	NN
,	,	$,
recessisti	recedo	V
longe	longus	ADJ
,	,	$,
despicis	despicus	ADJ
in	in	AP
opportunitatibus	opportunitas	NN
,	,	$,
in	in	AP
tribulatione	tribulatio	NN
?	?	$.
miserere	misereor	V
nostri	noster	NN
,	,	$,
domine	dominus	NN
,	,	$,
miserere	misereor	V
nostri	noster	NN
,	,	$,
quia	quia	CON
multum	multum	NN
repleti	repleo	V
sumus	sum	V
despectione	despectio	NN
.	.	$.

exsurge	exsurgo	V
,	,	$,
quare	quare	ADV
obdormis	obdormo	V
,	,	$,
domine	dominus	NN
?	?	$.
nunquid	numquid	ADV
oblivisceris	obliviscor	V
misereri	misereor	V
,	,	$,
deus	deus	NN
,	,	$,
aut	aut	CON
continebis	contineo	NN
in	in	AP
ira	ira	NN
misericordias	misericordia	NN
tuas	tuus	PRO
?	?	$.
nunquid	numquid	ADV
abscindes	abscindo	NN
misericordiam	misericordia	NN
tuam	tuus	PRO
,	,	$,
aut	aut	CON
non	non	ADV
appones	appono	V
,	,	$,
ut	ut	CON
complacitior	complacitus	NN
sis	sum	V
adhuc	adhuc	ADV
?	?	$.
peccavimus	pecco	V
cum	cum	CON
patribus	pater	NN
nostris	noster	PRO
,	,	$,
inique	inique	ADV
egimus	ago	V
,	,	$,
nostram	noster	PRO
non	non	ADV
diffitemur	diffiteor	V
malitiam	malitia	NN
atque	atque	CON
miseriam	miseria	NN
;	;	$.
tuam	tuus	PRO
nihilominus	nihilominus	ADV
minus	parve	ADV
justitiam	iustitia	NN
et	et	CON
misericordiam	misericordia	NN
confitemur	confiteor	V
.	.	$.

maledictum	maledictus	NN
et	et	CON
mendacium	mendacium	NN
,	,	$,
homicidium	homicidium	NN
et	et	CON
furtum	furtum	NN
,	,	$,
et	et	CON
adulterium	adulterium	NN
inundaverunt	inundo	V
,	,	$,
et	et	CON
sanguis	sanguis	NN
sanguinem	sanguis	NN
tetigit	tetigo	V
.	.	$.

propter	propter	AP
hoc	hic	PRO
in	in	AP
terra	terra	NN
lugentes	lugeo	V
,	,	$,
obsecramus	obsecro	V
victricem	victrix	NN
manum	manus	NN
tuam	tuus	PRO
,	,	$,
ut	ut	CON
sis	sum	V
memor	memor	NN
nostri	noster	NN
in	in	AP
beneplacito	beneplacitus	NN
populi	populus	NN
tui	tuus	PRO
,	,	$,
vincant	vinco	V
misericordiae	misericordia	NN
tuae	tuus	PRO
miserias	miseria	NN
nostras	noster	PRO
,	,	$,
et	et	CON
non	non	ADV
miseriae	miseria	NN
nostrae	noster	PRO
misericordias	misericordia	NN
tuas	tuus	PRO
,	,	$,
vincat	vinco	V
sapientia	sapientia	NN
tua	tuus	PRO
malitiam	malitia	NN
nostram	noster	PRO
.	.	$.

et	et	CON
tu	tu	PRO
,	,	$,
domine	dominus	NN
miserator	miserator	V
et	et	CON
misericors	misericor	ADJ
,	,	$,
respice	respiceo	V
in	in	AP
faciem	facies	NN
testamenti	testamentum	NN
tui	tuus	PRO
,	,	$,
respice	respicio	V
in	in	AP
haereditatem	haereditas	NN
,	,	$,
quam	quam	CON
acquisivisti	acquiro	V
in	in	AP
sanguine	sanguen	NN
tuo	tuus	PRO
,	,	$,
et	et	CON
ne	ne	CON
repellas	repello	V
in	in	AP
finem	finis	NN
.	.	$.

etsi	etsi	CON
olim	olim	ADV
repuleris	repello	V
tabernaculum	tabernaculum	NN
in	in	AP
silo	silo	NN
,	,	$,
,	,	$,
et	et	CON
dederis	do	V
synagogae	synagoga	NN
libellum	libellus	NN
repudii	repudium	V
,	,	$,
non	non	ADV
tamen	tamen	ADV
repellas	repello	V
ecclesiam	ecclesia	NN
tuam	tuus	PRO
:	:	$.
confidat	confido	V
in	in	AP
ea	is	PRO
cor	cor	NN
viri	vir	NN
sui	suus	NN
.	.	$.

nullum	nullus	PRO
praeter	praeter	AP
te	tu	PRO
amatorem	amator	NN
secuta	sequor	V
est	sum	V
.	.	$.

hoc	hic	PRO
apostoli	apostolus	NN
,	,	$,
hoc	hic	PRO
martyres	martyr	NN
,	,	$,
hoc	hic	PRO
alii	alius	PRO
tuae	tuus	PRO
scholae	schola	NN
discipuli	discipulus	NN
,	,	$,
hoc	hic	PRO
omnes	omnis	ADJ
fratres	frater	NN
tui	tuus	PRO
sciunt	scio	V
;	;	$.
fratres	frater	NN
tuos	tuus	PRO
dico	dico	V
,	,	$,
tui	tuus	PRO
nominis	nomen	NN
professores	professor	V
.	.	$.

ex	ex	AP
parte	pars	NN
sponsae	sponsa	NN
tuae	tuus	PRO
terram	terra	NN
illam	ille	PRO
vindicas	vindico	V
,	,	$,
quam	quam	CON
nunc	nunc	ADV
inimici	inimicus	NN
tuae	tuus	PRO
crucis	crux	NN
,	,	$,
tuique	tuisque	ADJ
blasphematores	blasphemator	NN
nominis	nomen	NN
invaserunt	invado	V
;	;	$.
per	per	AP
hanc	hic	PRO
facti	facio	V
estis	sum	V
duo	duo	NUM
in	in	AP
carne	carnis	NN
una	unus	NUM
.	.	$.

ut	ut	CON
de	de	AP
patre	pater	NN
tuo	tuus	PRO
taceam	taceo	V
,	,	$,
qui	qui	PRO
tibi	tu	PRO
dedit	do	V
gentes	gens	NN
haereditatem	haereditas	NN
tuam	tuus	PRO
,	,	$,
et	et	CON
possessionem	possessio	NN
tuam	tuus	PRO
terminos	terminus	NN
terrae	terra	NN
,	,	$,
certe	certe	ADV
mater	mater	NN
tua	tuus	PRO
de	de	AP
stirpe	stirpis	NN
regis	rex	NN
david	david	NP
lineali	linealis	ADJ
computatione	computatio	NN
descendit	descendo	V
.	.	$.

jure	ius	NN
igitur	igitur	CON
materno	maternus	ADJ
terra	terra	NN
illa	ille	PRO
tua	tuus	PRO
est	sum	V
;	;	$.
si	si	CON
tamen	tamen	ADV
sustines	sustineo	V
quod	quod	CON
tua	tuus	PRO
sit	sum	V
,	,	$,
et	et	CON
non	non	ADV
eorum	is	PRO
potius	potius	ADV
,	,	$,
qui	qui	PRO
oderunt	odi	V
te	tu	PRO
gratis	gratior	ADV
.	.	$.

scimus	scio	V
quia	quia	CON
peccatis	peccatum	NN
nostris	noster	PRO
offensus	offendo	V
es	sum	V
,	,	$,
sed	sed	CON
in	in	AP
opprobrium	opprobrium	NN
,	,	$,
quaeso	quaeso	V
,	,	$,
nominis	nomen	NN
tui	tuus	PRO
tuam	tuus	PRO
non	non	ADV
convertas	converto	V
offensam	offensus	V
.	.	$.

doctrina	doctrina	NN
tua	tuus	PRO
est	sum	V
,	,	$,
alii	alius	NN
ne	ne	CON
dederis	do	V
honorem	honor	NN
tuum	tuus	PRO
.	.	$.

et	et	CON
si	si	CON
spiritus	spiritus	NN
habentis	habeo	ADJ
potestatem	potestas	NN
supervenerit	supervenio	V
,	,	$,
locum	locus	NN
tuum	tuus	PRO
ne	ne	CON
deseras	desero	V
;	;	$.
ut	ut	CON
minus	parve	ADV
sapiens	sapiens	NN
dico	dico	V
,	,	$,
sed	sed	CON
forte	fors	NN
non	non	ADV
ad	ad	AP
insipientiam	insipientia	NN
tibi	tu	PRO
.	.	$.

mihi	ego	PRO
licet	licet	CON
peccatori	peccator	NN
videtur	video	V
consiliosius	consiliosus	V
,	,	$,
ut	ut	CON
deleas	deleo	NN
omnes	omnis	ADJ
peccatores	peccator	NN
a	ab	AP
facie	facies	NN
terrae	terra	NN
,	,	$,
quam	quam	CON
sustineas	sustineus	V
filios	filius	NN
perditionis	perditio	NN
nobis	nos	PRO
,	,	$,
in	in	AP
tui	tuus	PRO
nominis	nomen	NN
contumeliam	contumelia	NN
,	,	$,
superbe	superbe	V
et	et	CON
procaciter	procaciter	V
insultare	insulto	V
in	in	AP
medio	medium	NN
populi	populus	NN
tui	tuus	PRO
.	.	$.

proverbium	proverbium	NN
vulgare	vulgo	V
est	sum	V
:	:	$.
«male	propername	NN
ulciscitur	ulcisco	V
dedecus	dedecus	NN
sibi	sui	PRO
illatum	illatus	NN
,	,	$,
qui	qui	PRO
amputat	amputo	V
nasum	nasus	NN
suum	suus	NN
.	.	$.

»	»	$(
non	non	ADV
sic	sic	ADV
puniat	punio	V
,	,	$,
quaeso	quaeso	V
,	,	$,
dominus	dominus	NN
servum	servus	NN
suum	suus	PRO
impium	impius	ADJ
,	,	$,
ut	ut	CON
in	in	AP
poenam	poena	NN
servi	servus	NN
se	sui	PRO
humiliet	humilio	V
,	,	$,
et	et	CON
magnificet	magnifico	V
inimicum	inimicus	NN
.	.	$.

convertere	converto	V
igitur	igitur	CON
aliquantulum	aliquantulum	V
,	,	$,
et	et	CON
deprecabilis	deprecabilis	ADJ
esto	sum	V
super	super	AP
servos	servus	NN
tuos	tuus	PRO
,	,	$,
cogita	cogito	V
,	,	$,
ut	ut	CON
complacitior	complacitus	V
sis	sum	V
adhuc	adhuc	ADV
.	.	$.

non	non	ADV
des	do	V
haereditatem	haereditas	NN
in	in	AP
opprobrium	opprobrium	NN
,	,	$,
et	et	CON
in	in	AP
conculcationem	conculcatio	NN
vineam	vinea	NN
,	,	$,
quam	quam	CON
plantavit	planto	V
dextera	dexter	NN
tua	tuus	PRO
.	.	$.

peccavimus	pecco	V
,	,	$,
sed	sed	CON
corde	cor	NN
contrito	contritus	ADJ
et	et	CON
humiliato	humilio	V
post	post	AP
iracundiam	iracundia	NN
misericordiam	misericordia	NN
imploramus	imploro	V
.	.	$.

ultio	ultio	NN
sanguinis	sanguis	NN
servorum	servus	NN
tuorum	tuus	PRO
,	,	$,
qui	qui	PRO
effusus	effundo	V
est	sum	V
,	,	$,
introeat	introeo	V
in	in	AP
conspectu	conspectus	NN
tuo	tuus	PRO
.	.	$.

sufficit	sufficio	V
populo	populus	NN
tuo	tuus	PRO
,	,	$,
si	si	CON
in	in	AP
terra	terra	NN
illa	ille	PRO
,	,	$,
quae	qui	PRO
tuo	tuus	PRO
,	,	$,
et	et	CON
servorum	servus	NN
tuorum	tuus	PRO
sanguine	sanguen	NN
rubricata	rubrico	V
est	sum	V
,	,	$,
tui	tuus	PRO
gloria	gloria	NN
nominis	nomen	NN
celebris	celebrum	NN
habeatur	habeo	V
.	.	$.

non	non	ADV
nobis	nos	PRO
,	,	$,
domine	dominus	NN
,	,	$,
non	non	ADV
nobis	nos	PRO
,	,	$,
sed	sed	CON
nomini	nomen	NN
tuo	tuus	PRO
da	do	V
gloriam	gloria	NN
,	,	$,
ne	ne	CON
forte	fors	NN
dicant	dico	V
in	in	AP
gentibus	gens	NN
:	:	$.
ubi	ubi	CON
est	sum	V
deus	deus	NN
eorum	is	PRO
?	?	$.
ne	ne	CON
superbiant	superbio	V
hostes	hostis	NN
,	,	$,
et	et	CON
dicant	dico	V
:	:	$.
manus	manus	NN
nostra	noster	PRO
excelsa	excelsus	V
,	,	$,
et	et	CON
non	non	ADV
dominus	dominus	NN
fecit	facio	V
haec	hic	PRO
omnia	omnis	ADJ
.	.	$.

quiescat	quiesco	V
ira	ira	NN
tua	tuus	PRO
,	,	$,
domine	dominus	NN
;	;	$.
et	et	CON
manus	manus	NN
tua	tuus	PRO
,	,	$,
quae	qui	PRO
nos	nos	PRO
percussit	percutio	V
,	,	$,
ipsa	ipse	PRO
nos	nos	PRO
sanet	sano	V
.	.	$.

exsurge	exsurgo	V
,	,	$,
exsurge	exsurgo	V
de	de	AP
pulvere	pulvis	NN
captiva	captivus	ADJ
filia	filia	NN
sion	sion	NE
,	,	$,
quae	qui	PRO
recepisti	recipio	V
de	de	AP
manu	manus	NN
domini	dominus	NN
duplicia	duplicium	ADJ
.	.	$.

consurge	consurgo	V
,	,	$,
misera	mittor	V
jerusalem	jerusalem	NE
,	,	$,
quae	qui	PRO
bibisti	bibo	V
de	de	AP
manu	manus	NN
domini	dominus	NN
calicem	calix	NN
irae	ira	NN
ejus	is	PRO
.	.	$.

quantum	quantus	ADV
glorificasti	glorifico	V
te	tu	PRO
et	et	CON
in	in	AP
deliciis	delicium	NN
fuisti	sum	V
,	,	$,
tantum	tantum	ADJ
sunt	sum	V
tibi	tu	PRO
data	do	V
tormenta	tormentum	NN
et	et	CON
luctus	luctus	NN
.	.	$.

sicut	sicut	CON
cisterna	cisternus	NN
frigidam	frigidus	ADJ
aquam	aqua	NN
suam	suus	PRO
facit	facio	V
,	,	$,
sic	sic	ADV
frigidam	frigidus	ADJ
feceras	facio	NN
iniquitatem	iniquitas	NN
tuam	tuus	PRO
.	.	$.

ille	ille	PRO
ergo	ergo	ADV
,	,	$,
cui	qui	PRO
cogitatio	cogitatio	NN
hominis	homo	NN
confitetur	confiteor	V
,	,	$,
de	de	AP
quo	quo	CON
scriptum	scribo	V
est	sum	V
quod	quod	CON
explorat	exploro	V
jerusalem	jerusalem	NE
in	in	AP
lucernis	lucerna	NN
,	,	$,
omnes	omnis	ADJ
tuas	tuus	PRO
malitias	malitia	NN
numeravit	numero	V
.	.	$.

ipse	ipse	PRO
tamen	tamen	ADV
tanquam	tanquam	CON
homo	homo	NN
non	non	ADV
audiens	audio	V
,	,	$,
et	et	CON
non	non	ADV
habens	habeo	V
in	in	AP
ore	os	NN
suo	suus	NN
redargutiones	redargutio	NN
,	,	$,
diu	diu	ADV
dissimulavit	dissimulo	V
,	,	$,
et	et	CON
tacuit	taceo	V
,	,	$,
et	et	CON
secundum	secundum	AP
divitias	divitia	NN
magnificentiae	magnificentia	ADJ
suavitatis	suavitas	NN
suae	suus	PRO
multis	multus	ADJ
annis	annus	NN
ad	ad	AP
poenitentiam	poenitentia	NN
exspectavit	exspecto	V
.	.	$.

frequenter	frequenter	ADV
exigentibus	exigo	V
meritis	meritum	NN
tuis	tuus	PRO
acuisset	aceo	V
ut	ut	CON
fulgur	fulgur	V
gladium	gladium	NN
suum	suus	NN
,	,	$,
et	et	CON
arripuisset	arripio	V
contra	contra	AP
te	tu	PRO
judicium	iudicium	NN
manus	manus	NN
ejus	is	PRO
;	;	$.
sed	sed	CON
angeli	angelus	NN
pacis	pax	NN
amare	amo	V
flebant	fleo	V
,	,	$,
et	et	CON
in	in	AP
te	tu	PRO
dignos	dignus	ADJ
fructus	fructus	NN
poenitentiae	poenitentia	NN
exspectantes	exspecto	V
divinae	divinus	ADJ
animadversionis	animadversio	NN
inducias	inducius	NN
impetrabant	impetro	V
.	.	$.

quibus	qui	PRO
tamen	tamen	ADV
verbum	verbum	NN
,	,	$,
quod	quod	CON
in	in	AP
jeremia	jeremium	NE
legitur	lego	V
,	,	$,
saepissime	saepe	ADV
proponebat	propono	V
:	:	$.
circuite	circueo	V
vias	via	NN
jerusalem	jerusalem	NE
,	,	$,
et	et	CON
aspicite	aspicio	V
,	,	$,
considerate	considero	V
,	,	$,
et	et	CON
quaerite	quaero	V
in	in	AP
plateis	platea	NN
ejus	is	PRO
,	,	$,
an	an	CON
inveniatis	invenio	V
virum	vir	NN
facientem	facio	V
judicium	iudicium	NN
et	et	CON
quaerentem	quaero	V
fidem	fides	NN
,	,	$,
et	et	CON
propitius	propitius	ADJ
ero	sum	V
eis	is	PRO
.	.	$.

quid	quis	PRO
de	de	AP
rege	rex	NN
tuo	tuus	PRO
dicerem	dico	V
,	,	$,
nisi	nisi	CON
quod	quod	CON
ecclesiasticus	ecclesiasticus	ADJ
dicit	dico	V
:	:	$.
rex	rex	NN
insipiens	insipiens	V
perdet	perdo	V
populum	populus	NN
suum	suus	NN
,	,	$,
regnumque	regnum	NN
de	de	AP
gente	gens	NN
in	in	AP
gentem	gens	NN
transferetur	transfero	V
propter	propter	AP
injustitias	iniustitia	NN
et	et	CON
diversos	diversus	ADJ
dolos	dolus	NN
.	.	$.

et	et	CON
in	in	AP
eodem	idem	PRO
:	:	$.
secundum	secundum	AP
judicem	iudex	NN
populi	populus	NN
,	,	$,
sic	sic	ADV
et	et	CON
ministri	minister	NN
ejus	is	PRO
.	.	$.

et	et	CON
qualis	qualis	PRO
est	sum	V
rector	rector	NN
civitatis	civitas	NN
,	,	$,
tales	talis	PRO
sunt	sum	V
habitantes	habito	V
in	in	AP
ea	is	PRO
.	.	$.

convertere	converto	V
igitur	igitur	CON
ad	ad	AP
cor	cor	NN
,	,	$,
jerusalem	jerusalem	NE
,	,	$,
et	et	CON
ad	ad	ADV
dominum	dominus	NN
deum	deus	NN
tuum	tuus	PRO
revertere	reverto	V
.	.	$.

quid	quis	PRO
scis	scio	V
,	,	$,
si	si	CON
et	et	CON
ipse	ipse	PRO
convertatur	converto	V
,	,	$,
et	et	CON
relinquat	relinquo	V
post	post	ADV
se	sui	PRO
benedictionem	benedictio	NN
?	?	$.
dulcis	dulcus	NN
est	sum	V
enim	enim	CON
,	,	$,
et	et	CON
misericors	misericor	ADJ
,	,	$,
et	et	CON
praestabilis	praestabilis	NN
super	super	AP
malitia	malitia	NN
.	.	$.

non	non	ADV
vult	volo	V
mortem	mors	NN
peccatoris	peccator	NN
sed	sed	CON
ut	ut	CON
convertatur	converto	V
,	,	$,
et	et	CON
vivat	vivo	V
.	.	$.

ipse	ipse	PRO
enim	enim	CON
est	sum	V
,	,	$,
qui	qui	PRO
per	per	AP
zachariam	zacharia	NP
dicit	dico	V
:	:	$.
revertar	reverto	V
ad	ad	ADV
jerusalem	jerusalem	NE
in	in	AP
misericordiis	misericordiardius	NN
.	.	$.

adhuc	adhuc	ADV
affluent	affluo	V
civitates	civitas	NN
meae	meus	PRO
bonis	bonum	ADJ
.	.	$.

consolabitur	consolor	V
dominus	dominus	NN
sion	sion	NE
,	,	$,
et	et	CON
eliget	eligo	V
adhuc	adhuc	ADV
jerusalem	jerusalem	NE
.	.	$.

et	et	CON
per	per	AP
isaiam	isaia	NP
miserias	miseria	NN
tuas	tuus	PRO
paterna	paternus	ADJ
consolatione	consolatio	NN
demulcens	demulco	V
:	:	$.
induere	induo	V
,	,	$,
inquit	inquam	V
,	,	$,
vestimentis	vestimentum	NN
gloriae	gloria	NN
tuae	tuus	PRO
,	,	$,
captiva	captivus	ADJ
filia	filia	NN
sion	sion	NE
,	,	$,
induere	induo	V
vestimentis	vestimentum	NN
gloriae	gloria	NN
tuae	tuus	PRO
,	,	$,
jerusalem	jerusalem	NE
civitas	civitas	NN
sancta	sanctus	ADJ
.	.	$.

et	et	CON
post	post	ADV
pauca	paucum	ADJ
subjungit	subiungo	V
:	:	$.
ad	ad	ADV
punctum	pungo	NN
in	in	AP
modico	modicum	NN
dereliqui	derelinquo	V
te	tu	PRO
,	,	$,
et	et	CON
in	in	AP
miserationibus	miseratio	NN
meis	meus	PRO
congregabo	congrego	V
te	tu	PRO
.	.	$.

in	in	AP
momento	momentum	NN
indignationis	indignatio	NN
abscondi	abscondo	V
faciem	facies	NN
meam	meus	PRO
parumper	parumper	V
a	ab	AP
te	tu	PRO
,	,	$,
et	et	CON
in	in	AP
misericordia	misericordia	NN
sempiterna	sempiternus	ADJ
misertus	misertus	V
sum	sum	V
tui	tuus	PRO
.	.	$.

nunquid	numquid	ADV
oblivisci	obliviscus	V
potest	possum	V
mulier	mulier	NN
infantem	infans	NN
suum	suus	PRO
