token	lemma	pos
captare	capto	V
consilium	consilium	NN
,	,	$,
praemonstrabo	praemonstro	V
qualiter	qualiter	ADV
utrumque	uterque	ADV
evadere	evado	V
possis	possum	V
damnum	damnum	NN
.	.	$.

o	o	ITJ
utinam	utinam	ADV
!	!	$.
simula	simula	NN
,	,	$,
prudenter	prudenter	ADV
peracta	perago	V
expeditione	expeditio	NN
,	,	$,
ipsius	ipse	PRO
votis	votus	NN
te	tu	PRO
satisfacturum	satisfacio	V
esse	sum	V
;	;	$.
et	et	CON
ut	ut	CON
meum	meus	PRO
concordari	concordor	V
credat	credo	V
velle	volo	V
,	,	$,
suade	suades	NE
,	,	$,
quo	qui	CON
suas	suus	PRO
interim	interim	ADV
filias	filia	NN
atticam	atticus	NN
ac	ac	CON
artemiam	artemia	NN
,	,	$,
velut	velut	ADV
pro	pro	AP
solidandi	solido	V
pignore	pignus	NN
amoris	amor	NN
,	,	$,
mecum	ego	PRO
mansum	mansus	NN
ire	eo	V
,	,	$,
meosque	meus	ADJ
primicerios	primicerium	NN
joannem	joannes	NP
et	et	CON
paulum	paulus	NP
secum	sui	PRO
faciat	facio	V
iter	iter	NN
arreptum	arripio	V
ire	eo	V
.	.	$.

et	et	CON
quid	quis	PRO
,	,	$,
si	si	CON
victor	victor	NN
reverteretur	reverto	V
,	,	$,
mihi	ego	PRO
erit	sum	V
agendum	ago	V
?	?	$.
reor	reor	V
omnipatrem	omnipater	NN
prius	prius	ADV
esse	sum	V
invocandum	invoco	V
,	,	$,
quo	quo	CON
ab	ab	AP
hujusmodi	huiusmodi	PTC
intentione	intentio	NN
gallicani	gallicanus	V
revocet	revoco	V
animum	animus	NN
.	.	$.

o	o	ITJ
filia	filia	NN
,	,	$,
filia	filia	NN
,	,	$,
quantum	quantus	PRO
dulcedine	dulcedo	NN
tuae	tuus	PRO
allocutionis	allocutio	ADJ
amaritudinem	amaritudo	NN
dulcorasti	dulcor	V
moesti	moestus	NN
patris	pater	NN
,	,	$,
adeo	adeo	ADV
ut	ut	CON
pro	pro	AP
hac	hic	PRO
re	res	NN
nulla	nullus	PRO
post	post	ADV
haec	hic	PRO
movear	movear	V
sollicitudine	sollicitudo	NN
.	.	$.

non	non	ADV
est	sum	V
necesse	necesse	ADJ
.	.	$.

eam	is	PRO
et	et	CON
gallicanum	gallicanus	V
laeta	laetus	ADJ
promissione	promissio	NN
circumveniam	circumvenium	V
.	.	$.

vade	vado	V
in	in	AP
pace	pax	NN
,	,	$,
mi	mi	NUM
domine	dominus	NN
.	.	$.

curiositate	curiositas	NN
frangar	frangor	V
,	,	$,
o	o	ITJ
principes	princeps	NN
,	,	$,
antequam	antequam	CON
,	,	$,
quid	quis	PRO
meus	meus	PRO
senior	senior	NN
augustus	augustus	ADJ
tandiu	tandius	NN
cum	cum	CON
herili	herilis	ADJ
filia	filia	NN
agat	ago	V
,	,	$,
experiar	experio	V
.	.	$.

suadet	suado	V
illi	ille	PRO
velle	volo	V
quae	qui	PRO
desideras	desidero	V
.	.	$.

o	o	ITJ
utinam	utinam	ADV
praevaleret	praevaleo	V
suasio	suasio	NN
!	!	$.
forsitan	forsitan	ADV
praevalebit	praevaleo	V
.	.	$.

silete	silet	V
,	,	$,
quiescite	quiesco	V
,	,	$,
augustus	augustus	ADJ
revertitur	reverto	V
,	,	$,
non	non	ADV
ut	ut	CON
abiit	abeo	V
obscuro	obscurus	V
,	,	$,
sed	sed	CON
vultu	vultus	NN
admodum	admodum	ADV
sereno	serenus	ADJ
.	.	$.

bona	bonum	ADJ
fortuna	fortunus	NN
.	.	$.

si	si	CON
enim	enim	CON
,	,	$,
ut	ut	CON
dicitur	dico	V
,	,	$,
speculum	speculum	NN
mentis	mens	NN
est	sum	V
facies	facies	NN
,	,	$,
serenitas	serenitas	NN
faciei	facies	NE
mansuetudinem	mansuetudo	NN
forte	fors	NN
designat	designo	V
ejus	is	PRO
animi	animus	NN
.	.	$.

ita	ita	ADV
.	.	$.

gallicane	gallicanus	NN
!	!	$.
quid	quis	PRO
dixit	dico	V
?	?	$.
procede	propername	NP
,	,	$,
procede	propername	V
,	,	$,
vocat	voco	V
te	tu	PRO
.	.	$.

dii	non_latin	NUM
propitii	propitium	NN
,	,	$,
favete	faveo	V
!	!	$.
perge	perge	NN
securus	securus	ADJ
,	,	$,
gallicane	gallicanus	V
,	,	$,
ad	ad	ADV
bellum	bellum	NN
.	.	$.

reversurus	reversur	NN
enim	enim	CON
accipies	accipis	V
,	,	$,
quod	quod	CON
desideras	desidera	V
,	,	$,
praemium	praemium	NN
.	.	$.

illudisne	illudo	V
me	ego	PRO
?	?	$.
si	si	CON
illudo	illudo	V
?	?	$.
me	ego	PRO
felicem	felix	ADJ
,	,	$,
si	si	CON
unum	unus	NUM
scirem	scio	V
.	.	$.

quid	quis	PRO
unum	unus	NN
?	?	$.
ejus	is	PRO
responsum	responsum	V
.	.	$.

filiae	filia	NN
?	?	$.
ipsius	ipse	PRO
.	.	$.

injusta	iniustus	ADJ
satis	satis	ADV
ratio	ratio	NN
in	in	AP
hac	hic	PRO
re	res	NN
verecundae	verecundus	V
virginis	virgo	NN
responsum	responsum	NN
quaerere	quaero	V
.	.	$.

consequentia	consequentia	NN
autem	autem	CON
rerum	res	NN
monstrabit	monstro	V
ejus	is	PRO
assensum	assensus	NN
.	.	$.

si	si	CON
hunc	hic	PRO
scirem	scio	V
,	,	$,
responsum	responsus	NN
flocci	floccus	NP
facerem	facio	V
.	.	$.

licet	licet	V
,	,	$,
experiare	experio	V
.	.	$.

exopto	exoptus	NN
.	.	$.

sui	suus	PRO
primicerios	primicerium	NN
joannem	joannes	NP
et	et	CON
paulum	paulus	NP
tecum	tu	PRO
commoratum	commoratus	NN
iri	iri	V
decrevit	decerno	V
,	,	$,
usque	usque	AP
in	in	AP
diem	dies	NN
nuptiarum	nuptiae	NN
.	.	$.

quam	quam	CON
ob	ob	AP
causam	causa	NN
?	?	$.
quo	quo	CON
illorum	ille	PRO
ex	ex	AP
confabulatione	confabulatio	NN
ipsius	ipse	PRO
vitam	vita	NN
,	,	$,
mores	mos	NN
,	,	$,
consuetudinem	consuetudo	NN
,	,	$,
possis	possum	V
praenoscere	praenosco	V
.	.	$.

bonum	bonus	ADJ
consilium	consilium	NN
,	,	$,
mihique	ego	V
quam	qui	CON
maxime	magnus	ADJ
placitum	placitum	NN
.	.	$.

scilicet	scilicet	ADV
tui	tuus	PRO
filias	filia	NN
secum	sui	PRO
versa	versus	ADJ
vice	vicis	NN
desiderat	desidero	V
interim	interim	ADV
mansum	mansus	NN
ire	eo	V
,	,	$,
quatenus	quatenus	ADV
illarum	ille	PRO
per	per	AP
sodalitatem	sodalitas	NN
tibi	tu	PRO
fiat	fio	NE
morigera	morigo	V
.	.	$.

euax	euax	NN
,	,	$,
euax	euax	NN
!	!	$.
omnia	omnis	ADJ
meis	meus	PRO
respondent	respondeo	V
votis	votus	NN
.	.	$.

fac	facio	V
ut	ut	CON
adducantur	adduco	V
citius	cito	ADV
.	.	$.

statis	status	V
,	,	$,
milites	miles	V
?	?	$.
currite	currio	V
,	,	$,
abite	abitus	V
,	,	$,
adducite	adduco	V
filias	filia	NN
ad	ad	ADV
obsequium	obsequium	NN
suae	suus	PRO
dominae	domina	NN
.	.	$.

adsunt	adsum	V
illustres	illustris	NN
gallicani	gallicanus	V
natae	natus	NN
,	,	$,
tuae	tuus	PRO
familiaritati	familiaritas	NN
,	,	$,
hera	haera	NN
constantia	constantia	NN
,	,	$,
pro	pro	AP
sui	suus	NN
pulchritudinis	pulchritudo	NN
,	,	$,
sapientiae	sapientia	NN
et	et	CON
probitatis	probitas	NN
perspicuitate	perspicuitas	V
satis	satis	ADV
aptae	aptus	ADJ
.	.	$.

placet	placeo	V
.	.	$.

amator	amator	NN
virginitatis	virginitas	NN
et	et	CON
inspirator	inspirator	NN
castitatis	castitas	NN
,	,	$,
christe	christus	NP
,	,	$,
qui	qui	PRO
me	ego	PRO
precibus	prex	NN
martyris	martyr	NN
tuae	tuus	PRO
agnetis	agnetio	NN
a	ab	AP
lepra	lepra	NN
pariter	pariter	ADV
corporis	corpus	NN
et	et	CON
ab	ab	AP
errore	error	NN
eripiens	eripio	ADJ
gentilitatis	gentilitas	NN
,	,	$,
invitasti	invito	V
ad	ad	ADV
virgineum	virgineus	NN
tui	tuus	PRO
genitricis	genitrix	NN
thalamum	thalamus	NE
,	,	$,
in	in	AP
quo	qui	CON
tu	tu	PRO
manifestus	manifestus	V
es	sum	V
verus	verus	ADJ
deus	deus	NN
,	,	$,
retro	retro	AP
exordium	exordium	NN
natus	nascor	V
a	ab	AP
deo	deus	NN
patre	pater	NN
,	,	$,
idemque	idem	PRO
verus	verus	ADJ
homo	homo	NN
ex	ex	AP
matre	mater	NN
natus	nascor	V
in	in	AP
tempore	tempus	NN
,	,	$,
te	tu	PRO
veram	verus	ADJ
et	et	CON
coaeternam	coaeternus	ADJ
patri	pater	NN
sapientiam	sapientia	NN
,	,	$,
per	per	AP
quam	quam	CON
facta	facio	V
sunt	sum	V
omnia	omnis	ADJ
et	et	CON
cujus	qui	PRO
dispositione	dispositio	NN
consistunt	consisto	V
et	et	CON
moderantur	moderor	V
universa	universus	ADJ
,	,	$,
suppliciter	suppliciter	ADV
exoro	exor	NN
ut	ut	CON
gallicanum	gallicanus	NP
,	,	$,
qui	qui	PRO
tui	tuus	PRO
in	in	AP
me	ego	PRO
amorem	amor	NN
subripiendo	surripio	V
conatur	conor	V
exstinguere	exstinguo	V
,	,	$,
post	post	ADV
te	tu	PRO
trahendo	traho	V
ab	ab	AP
injusta	iniustus	ADJ
intentione	intentio	NN
revocare	revoco	V
,	,	$,
suique	suus	PRO
filias	filia	NN
digneris	dignus	V
tibi	tu	PRO
assignare	assigno	V
sponsas	sponsum	NN
,	,	$,
et	et	CON
instilla	instillus	NN
cogitationibus	cogitatio	NN
earum	is	PRO
tui	tuus	PRO
amoris	amorior	NN
dulcedinem	dulcedo	V
,	,	$,
quatenus	quatenus	ADV
exsecrantes	exsecro	V
carnale	carnalis	ADJ
consortium	consortium	NN
pervenire	pervenio	V
mereantur	mereor	V
ad	ad	ADV
sacrarum	sacer	ADJ
societatem	societas	NN
virginum	virgo	NN
.	.	$.

ave	non_word	ITJ
,	,	$,
constantia	constantia	NN
,	,	$,
imperialis	imperialis	ADJ
hera	non_latin	NP
.	.	$.

salvete	salvet	V
,	,	$,
sorores	soror	NN
,	,	$,
attica	atticum	NN
et	et	CON
artemia	artemia	NN
;	;	$.
state	status	V
,	,	$,
state	status	V
,	,	$,
ne	ne	CON
procidatis	procido	V
,	,	$,
sed	sed	CON
libate	libo	V
mihi	ego	PRO
osculum	osculum	NN
amoris	amor	NN
.	.	$.

tuum	tuus	PRO
ad	ad	ADV
obsequium	obsequium	NN
,	,	$,
domina	domina	V
,	,	$,
alacri	alacer	NN
mente	mens	NN
venimus	venio	V
,	,	$,
tuae	tuus	PRO
ditioni	ditio	NN
summa	summus	ADJ
devotione	devotio	NN
nos	nos	PRO
subjecimus	subicio	V
,	,	$,
tantum	tantum	PRO
,	,	$,
ut	ut	CON
tua	tuus	PRO
nobis	nos	PRO
abundet	abundo	V
gratia	gratia	NN
.	.	$.

unum	unus	NUM
dominum	dominus	NN
habemus	habeo	V
in	in	AP
coelis	coel	NN
,	,	$,
cui	qui	PRO
debetur	debeo	V
devotio	devotio	NN
nostrae	noster	PRO
servitutis	servitus	NN
,	,	$,
in	in	AP
cujus	qui	PRO
fide	fides	NN
et	et	CON
dilectione	dilectio	NN
condecet	condeceo	V
nos	nos	PRO
servata	servo	ADJ
corporis	corpus	NN
integritate	integritas	NN
unanimiter	unanimiter	ADV
perseverare	persevero	V
,	,	$,
ut	ut	CON
mereamur	mereor	V
aulam	aula	NN
coelestis	caelestis	ADJ
patriae	patria	NN
cum	cum	AP
palma	palma	NN
virginitatis	virginitas	NN
introire	introeo	V
.	.	$.

in	in	AP
nullo	nullus	PRO
reluctamur	relucto	V
,	,	$,
sed	sed	CON
testes	testis	NN
in	in	AP
omnibus	omnis	ADJ
praeceptis	praeceptum	NN
parere	pareo	V
nitimur	nitor	V
,	,	$,
praecipue	praecipuus	ADJ
in	in	AP
agnitione	agnitio	NN
veritatis	veritas	NN
et	et	CON
servandae	servo	NN
proposito	propositum	NN
virginitatis	virginitas	NN
.	.	$.

congrua	congruus	ADJ
satis	satis	ADV
responsio	responsio	NN
,	,	$,
vestraque	vester	PRO
ingenuitate	ingenuitas	NN
condigna	condignus	ADJ
,	,	$,
nec	nec	CON
dubito	dubitus	ADJ
quin	quin	CON
divinae	divinus	ADJ
inspiratione	inspiratio	NN
gratiae	gratia	NN
ad	ad	AP
credendum	credo	V
estis	sum	V
perventae	pervenio	V
.	.	$.

qui	qui	PRO
posset	possum	V
fieri	fio	V
ut	ut	CON
servientes	servio	V
idolis	idoles	NN
sanum	sanus	ADJ
saperemus	sapero	V
,	,	$,
sine	sine	AP
illustratione	illustratio	NN
supernae	supernus	ADJ
pietatis	pietas	NN
?	?	$.
stabilitas	stabilitas	NN
vestrae	vester	PRO
fidei	fides	NN
spem	spes	NN
mihi	ego	PRO
excitat	excito	V
de	de	AP
credulitate	credulitas	NN
gallicani	gallicanus	V
.	.	$.

praesto	praestus	V
sumus	sum	V
,	,	$,
hera	hera	NP
,	,	$,
quos	qui	PRO
vocasti	voco	V
.	.	$.

ite	eo	V
citi	cio	V
ad	ad	ADV
gallicanum	gallicanus	V
,	,	$,
et	et	CON
inhaerentes	inhaereo	V
ejus	is	PRO
lateri	later	NN
suadete	suadeo	V
illi	ille	PRO
paulatim	paulatim	ADV
mysterium	mysterium	NN
nostrae	noster	PRO
fidei	fides	NN
,	,	$,
si	si	CON
forsan	forsan	ADV
illum	ille	PRO
deus	deus	NN
dignetur	dignor	V
per	per	AP
nos	nos	PRO
lucrari	lucro	V
.	.	$.

deus	deus	NN
det	do	V
proventum	provenio	V
!	!	$.
nos	nos	PRO
adhibemus	adhibeo	V
frequentationes	frequentatio	NN
hortamentorum	hortamentum	NN
.	.	$.

opportune	opportunus	ADJ
advenitis	advenio	V
,	,	$,
joannes	joannes	NP
et	et	CON
paule	paules	NN
;	;	$.
suspensis	suspensis	NN
diu	diu	ADV
animis	anima	ADJ
vestrum	vester	PRO
praestolabar	praestolor	V
adventum	adventus	NN
.	.	$.

ut	ut	CON
vocem	vox	NN
jubentis	iubens	V
domnae	domnus	NN
hausimus	haugio	V
,	,	$,
tibi	tu	PRO
ab	ab	AP
obsequendum	obsequor	NN
convolavimus	convolo	V
.	.	$.

multo	multus	ADV
magis	magis	ADV
vestro	vester	PRO
quam	quam	ADV
aliorum	alius	PRO
delector	delector	V
obsequio	obsequium	NN
.	.	$.

non	non	ADV
immerito	immerito	ADV
,	,	$,
nam	nam	CON
vulgo	vulgus	NN
dicitur	dico	V
:	:	$.
qui	qui	PRO
dilectis	dilectus	ADJ
obsequitur	obsequor	V
,	,	$,
et	et	CON
ipse	ipse	PRO
sit	sum	V
dilectus	dilectus	ADJ
.	.	$.

verum	verus	ADJ
.	.	$.

dilectio	dilectio	NN
mittentis	mitto	V
herae	hera	NN
reconciliatur	reconcilio	V
nos	nos	PRO
familiaritati	familiaritas	NN
tuae	tuus	PRO
.	.	$.

non	non	ADV
nego	nego	V
.	.	$.

convenite	convenio	V
,	,	$,
congregamini	congregamen	NN
,	,	$,
tribuni	tribuni	NN
et	et	CON
centuriones	centurio	NN
,	,	$,
omnesque	omnis	ADJ
mei	meus	PRO
juris	ius	NP
milites	milito	V
.	.	$.

adsunt	adsum	V
joannes	joannes	NP
et	et	CON
paulus	paulus	NP
,	,	$,
quorum	qui	PRO
detinebar	detineo	V
absentia	absentia	NN
ne	ne	CON
pergerem	pergo	NE
