token	lemma	pos
idem	idem	PRO
quod	quod	CON
peccatum	peccatum	NN
,	,	$,
nec	nec	CON
peccatum	peccatum	NN
idem	idem	PRO
quod	quod	CON
actio	actio	NN
mala	malus	ADJ
.	.	$.

verbi	verbum	NN
gratia	gratia	AP
iracundum	iracundum	V
esse	sum	V
,	,	$,
hoc	hic	PRO
est	sum	V
pronum	pronum	NN
vel	vel	CON
facilem	facilis	NN
ad	ad	ADV
irae	ira	NN
perturbationem	perturbatio	NN
,	,	$,
vitium	vitium	NN
est	sum	V
et	et	CON
mentem	mens	NN
inclinat	inclino	V
ad	ad	AP
aliquid	aliquis	PRO
impetuose	impetuosus	V
et	et	CON
irrationabiliter	irrationabiliter	ADV
gerendum	gero	V
,	,	$,
quod	quod	CON
minime	parum	ADV
convenit	convenio	V
.	.	$.

hoc	hic	PRO
autem	autem	CON
vitium	vitium	NN
in	in	AP
anima	anima	NN
est	sum	V
,	,	$,
ut	ut	CON
videlicet	videlicet	ADV
sit	sum	V
ad	ad	ADV
irascendum	irascor	V
,	,	$,
etiam	etiam	CON
cum	cum	CON
non	non	ADV
movetur	moveo	V
ad	ad	ADV
iram	ira	NN
:	:	$.
sicut	sicut	CON
claudicatio	claudicatio	NN
,	,	$,
unde	unde	ADV
claudus	claudus	ADJ
dicitur	dico	V
homo	homo	NN
,	,	$,
in	in	AP
ipso	ipse	PRO
est	sum	V
quando	quando	CON
etiam	etiam	CON
non	non	ADV
ambulat	ambulo	V
claudicando	claudico	V
,	,	$,
quia	quia	CON
vitium	vitium	NN
adest	adsum	V
etiam	etiam	CON
cum	cum	CON
actio	actio	NN
deest	desum	V
.	.	$.

sic	sic	ADV
et	et	CON
multos	multus	ADJ
ad	ad	AP
luxuriam	luxuria	NN
sicut	sicut	CON
ad	ad	AP
iram	ira	NN
natura	natura	NN
ipsa	ipse	PRO
vel	vel	CON
complexio	complexium	NN
corporis	corpus	NN
pronos	pronus	NN
efficit	efficio	V
;	;	$.
nec	nec	CON
tamen	tamen	ADV
in	in	AP
ipso	ipse	PRO
hoc	hic	PRO
peccant	pecco	V
quia	quia	CON
tales	talis	PRO
sunt	sum	V
,	,	$,
sed	sed	CON
pugnae	pugnus	NN
materiam	materia	NN
ex	ex	AP
hoc	hic	PRO
habent	habeo	V
,	,	$,
ut	ut	CON
per	per	AP
temperantiae	temperantia	NN
virtutem	virtus	NN
de	de	AP
se	sui	PRO
ipsis	ipse	PRO
triumphantes	triumpho	V
coronam	corona	NN
percipiant	percipio	V
juxta	iuxta	AP
illud	ille	PRO
salomonis	salomon	NP
:	:	$.
melior	bonus	ADJ
est	sum	V
patiens	patiens	ADJ
viro	vir	NN
forti	fortus	ADJ
,	,	$,
et	et	CON
qui	qui	PRO
dominatur	domino	V
animo	animus	NN
suo	suus	NN
expugnatore	expugnator	NN
urbium	urbs	NN
.	.	$.

non	non	ADV
enim	enim	CON
religio	religio	NN
ab	ab	AP
homine	homo	NN
vinci	vinco	V
,	,	$,
sed	sed	CON
a	ab	AP
vitio	vitium	NN
turpe	turpis	ADJ
existimat	existimo	V
.	.	$.

illud	ille	PRO
quippe	quippe	CON
bonorum	bonus	NN
quoque	quoque	ADV
hominum	homo	NN
est	sum	V
;	;	$.
in	in	AP
hoc	hic	PRO
a	ab	AP
nobis	nos	PRO
declinamus	declino	V
.	.	$.

hanc	hic	PRO
nobis	nos	PRO
victoriam	victoria	NN
commendans	commendo	V
apostolus	apostolus	NN
,	,	$,
ait	aio	V
:	:	$.
non	non	ADV
coronabitur	corono	V
quis	quis	PRO
,	,	$,
nisi	nisi	CON
legitime	legitime	ADV
certaverit	certo	V
.	.	$.

certaverit	certo	V
,	,	$,
inquam	inquam	NN
,	,	$,
non	non	ADV
tam	tam	ADV
hominibus	homo	NN
quam	quam	ADV
vitiis	vitium	NN
resistendo	resisto	V
,	,	$,
ne	ne	CON
nos	nos	PRO
videlicet	videlicet	ADV
in	in	AP
consensum	consensus	NN
pertrahant	pertraho	V
pravum	pravus	NN
:	:	$.
quae	qui	PRO
,	,	$,
etsi	etsi	CON
homines	homo	NN
cessent	cesso	V
impugnare	impugno	V
,	,	$,
nos	nos	PRO
non	non	ADV
cessant	cesso	V
,	,	$,
ut	ut	CON
tanto	tantus	PRO
periculosior	periculosus	NN
eorum	is	PRO
pugna	pugna	NN
sit	sum	V
quanto	quanto	ADV
frequentior	frequens	V
,	,	$,
et	et	CON
tanto	tantus	PRO
victoria	victoria	NN
clarior	clarus	ADJ
quanto	quanto	ADV
difficilior	difficilis	V
.	.	$.

homines	homo	NN
vero	vero	CON
quantumcunque	quantuscumque	ADJ
praevaleant	praevaleo	V
,	,	$,
nihil	nihil	PRO
vitae	vita	NN
nostrae	noster	PRO
turpitudinis	turpitudo	V
ingerunt	ingero	V
,	,	$,
nisi	nisi	CON
cum	cum	AP
more	mos	NN
vitiorum	vitium	NN
et	et	CON
,	,	$,
quasi	quasi	CON
nobis	nos	PRO
in	in	AP
vitia	vitium	NN
conversis	conversus	ADJ
,	,	$,
turpi	turpis	ADJ
nos	nos	PRO
consensu	consensus	NN
subjiciunt	subicio	V
.	.	$.

illis	ille	PRO
corpori	corpus	NN
dominantibus	domino	V
,	,	$,
dum	dum	CON
liber	liber	ADJ
animus	animus	NN
fuerit	sum	V
,	,	$,
nihil	nihil	PRO
de	de	AP
vera	verus	ADJ
libertate	libertas	NN
periclitatur	periclitor	V
,	,	$,
nihil	nihil	PRO
obscenae	obscenus	NN
servitutis	servitus	NN
incurrimus	incurrio	V
.	.	$.

non	non	ADV
enim	enim	CON
homini	homo	NN
servire	servio	V
,	,	$,
sed	sed	CON
vitio	vitium	NN
turpe	turpis	ADJ
est	sum	V
;	;	$.
nec	nec	CON
corporalis	corporalis	ADJ
servitus	servio	NN
,	,	$,
sed	sed	CON
vitiorum	vitium	NN
subjectio	subiectio	NN
animam	anima	NN
deturpat	deturpo	V
;	;	$.
quidquid	quisquis	PRO
enim	enim	CON
bonis	bonum	NN
pariter	pariter	ADV
et	et	CON
malis	malum	NN
commune	communis	ADJ
est	sum	V
nihil	nihil	PRO
ad	ad	ADV
virtutem	virtus	NN
vel	vel	CON
vitium	vitium	NN
refert	refero	V
.	.	$.

vitium	vitium	NN
itaque	itaque	CON
est	sum	V
quo	quo	CON
ad	ad	ADV
peccandum	pecco	V
proni	pronum	NN
efficimur	efficio	V
,	,	$,
hoc	hic	PRO
est	sum	V
inclinamur	inclinor	V
ad	ad	ADV
consentiendum	consentio	V
ei	is	PRO
quod	quod	CON
non	non	ADV
convenit	convenio	V
,	,	$,
ut	ut	CON
illud	ille	PRO
scilicet	scilicet	ADV
faciamus	facio	V
aut	aut	CON
dimittamus	dimitto	V
.	.	$.

hunc	hic	PRO
vero	vero	CON
consensum	consensus	NN
proprie	proprius	ADJ
peccatum	peccatum	NN
nominamus	nomino	V
;	;	$.
hoc	hic	PRO
est	sum	V
culpam	culpa	NN
animae	anima	NN
,	,	$,
qua	quis	PRO
damnationem	damnatio	NN
meretur	mereor	V
vel	vel	CON
apud	apud	AP
deum	deus	NN
rea	res	PRO
statuitur	statuo	V
.	.	$.

quid	quis	PRO
est	sum	V
enim	enim	CON
iste	iste	PRO
consensus	consendo	NN
,	,	$,
nisi	nisi	CON
dei	deus	NN
contemptus	contemptus	NN
et	et	CON
offensa	offendo	NN
ipsius	ipse	PRO
?	?	$.
non	non	ADV
enim	enim	CON
deus	deus	NN
ex	ex	AP
damno	damnum	NN
,	,	$,
sed	sed	CON
ex	ex	AP
contemptu	contemptus	NN
offendi	offendo	V
potest	possum	V
.	.	$.

ipse	ipse	PRO
quippe	quippe	CON
est	sum	V
summa	summa	NN
illa	ille	PRO
potestas	potestas	NN
quae	qui	PRO
damno	damnum	NN
aliquo	aliquo	ADV
non	non	ADV
minuitur	minuo	V
,	,	$,
sed	sed	CON
contemptum	contemptus	NN
sui	suus	PRO
ulciscitur	ulciscor	V
.	.	$.

peccatum	peccatum	NN
itaque	itaque	CON
nostrum	noster	PRO
contemptus	contemptus	V
creatoris	creator	NN
est	sum	V
et	et	CON
peccare	pecco	V
est	sum	V
creatorem	creator	NN
contemnere	contemno	V
,	,	$,
hoc	hic	PRO
est	sum	V
id	is	PRO
nequaquam	nequaquam	ADV
facere	facio	V
propter	propter	AP
ipsum	ipse	PRO
,	,	$,
quod	quod	CON
credimus	credo	V
propter	propter	AP
ipsum	ipse	PRO
a	ab	AP
nobis	nos	PRO
esse	sum	V
faciendum	facio	V
;	;	$.
vel	vel	CON
non	non	ADV
dimittere	dimitto	V
propter	propter	AP
ipsum	ipse	PRO
quod	quod	CON
credimus	credo	V
esse	sum	V
dimittendum	dimitto	V
.	.	$.

cum	cum	CON
itaque	itaque	CON
peccatum	peccatum	NN
diffinimus	diffinio	V
abnegative	abnegativus	V
,	,	$,
dicentes	dico	V
scilicet	scilicet	ADV
:	:	$.
non	non	ADV
facere	facio	V
,	,	$,
vel	vel	CON
non	non	ADV
dimittere	dimitto	V
quod	quod	CON
convenit	convenio	V
,	,	$,
patenter	patenter	ADV
ostendimus	ostendo	V
nullam	nullus	PRO
esse	sum	V
substantiam	substantia	NN
peccati	peccatum	NN
,	,	$,
quod	quod	CON
in	in	AP
non	non	ADV
esse	sum	V
potius	potius	ADV
quam	quam	CON
esse	sum	V
subsistat	subsisto	V
,	,	$,
velut	velut	ADV
si	si	CON
tenebras	tenebra	NN
diffinientes	diffinio	V
dicamus	dico	V
:	:	$.
absentiam	absentia	NN
lucis	lux	NN
,	,	$,
ubi	ubi	CON
lux	lux	NN
habuit	habeo	V
esse	sum	V
.	.	$.

sed	sed	CON
fortassis	fortassus	NN
inquies	inquies	ADJ
,	,	$,
quia	quia	CON
et	et	CON
voluntas	voluntas	NN
mali	malum	NN
operis	opus	NN
peccatum	peccatum	NN
est	sum	V
quae	qui	PRO
nos	nos	PRO
apud	apud	AP
deum	deus	NN
reos	reus	NN
constituit	constituo	V
,	,	$,
sicut	sicut	CON
voluntas	voluntas	NN
boni	bonus	ADJ
operis	opus	NN
justos	iustus	ADJ
facit	facio	V
;	;	$.
ut	ut	CON
quemadmodum	quemadmodum	ADV
virtus	virtus	NN
in	in	AP
bona	bonus	ADJ
voluntate	voluntas	NN
,	,	$,
ita	ita	ADV
peccatum	peccatum	NN
in	in	AP
mala	malus	ADJ
voluntate	voluntas	NN
consistat	consisto	V
,	,	$,
nec	nec	CON
in	in	AP
non	non	ADV
esse	sum	V
tantum	tantum	ADJ
,	,	$,
verum	verum	ADV
etiam	etiam	CON
in	in	AP
esse	sum	V
,	,	$,
sicut	sicut	CON
et	et	CON
illa	ille	PRO
.	.	$.

quemadmodum	quemadmodum	ADV
enim	enim	CON
volendo	volendo	V
facere	facio	V
quod	quod	CON
deo	deus	NN
credimus	credo	V
placere	placeo	V
ipsi	ipse	PRO
placemus	placeo	V
,	,	$,
ita	ita	ADV
volendo	volo	V
facere	facio	V
quod	quod	CON
deo	deus	NN
credimus	credo	V
displicere	displico	V
,	,	$,
ipsi	ipse	PRO
displicemus	displico	V
et	et	CON
ipsum	ipse	PRO
offendere	offendo	V
sive	sive	CON
contemnere	contemno	V
videmur	video	V
.	.	$.

sed	sed	CON
dico	dico	V
quia	quia	CON
,	,	$,
si	si	CON
diligentius	diligenter	ADV
attendamus	attendo	V
,	,	$,
longe	longus	ADV
aliter	aliter	ADV
de	de	AP
hoc	hic	PRO
sentiendum	sentio	V
est	sum	V
quam	qui	CON
videatur	video	V
.	.	$.

cum	cum	CON
enim	enim	CON
nonnunquam	nonnumquam	NN
peccemus	pecco	V
absque	absque	AP
omni	omnis	ADJ
mala	malus	ADJ
voluntate	voluntas	NN
,	,	$,
et	et	CON
cum	cum	CON
ipsa	ipse	PRO
mala	malus	ADJ
voluntas	voluntas	NN
refrenata	refreno	V
,	,	$,
non	non	ADV
exstincta	exstingo	V
,	,	$,
palmam	palma	NN
resistentibus	resisto	NN
pariat	pario	V
et	et	CON
materiam	materia	NN
pugnae	pugna	NN
et	et	CON
gloriae	gloria	NN
coronam	corona	NN
conferat	confero	V
,	,	$,
non	non	ADV
tam	tam	ADV
ipsa	ipse	PRO
peccatum	peccatum	NN
quam	quam	ADV
infirmitas	infirmitas	NN
quaedam	quidam	PRO
jam	iam	ADV
necessaria	necessarius	ADJ
dici	dico	V
debet	debeo	V
.	.	$.

ecce	ecce	ITJ
enim	enim	CON
aliquis	aliquis	PRO
est	sum	V
innocens	innocens	NN
,	,	$,
in	in	AP
quem	qui	PRO
crudelis	crudelis	NN
dominus	dominus	NN
suus	suus	PRO
per	per	AP
furorem	furor	NN
adeo	adeo	ADV
commotus	commoveo	V
est	sum	V
,	,	$,
ut	ut	CON
eum	is	PRO
evaginato	evagino	ADJ
ense	ensis	NN
ad	ad	ADV
interimendum	interimo	NN
persequatur	persequor	V
.	.	$.

quem	qui	PRO
ille	ille	PRO
diu	diu	ADV
fugiens	fugio	V
,	,	$,
et	et	CON
quantumcunque	quantusco	NN
potest	possum	V
sui	suus	PRO
occisionem	occisio	NN
devitans	devito	V
,	,	$,
coactus	coacio	V
tandem	tandem	ADV
et	et	CON
nolens	nolo	ADJ
occidit	occido	V
eum	is	PRO
,	,	$,
ne	ne	CON
occidatur	occido	V
ab	ab	AP
eo	is	PRO
.	.	$.

dicito	dico	V
mihi	ego	PRO
,	,	$,
quicunque	quicumque	PRO
es	sum	V
,	,	$,
quam	qui	PRO
malam	malus	ADJ
voluntatem	voluntas	NN
habuerit	habeo	V
in	in	AP
hoc	hic	PRO
facto	factum	NN
?	?	$.
volens	volens	V
siquidem	siquidem	CON
mortem	mors	NN
effugere	effugio	V
,	,	$,
volebat	voleo	V
propriam	proprius	ADJ
vitam	vita	NN
conservare	conservo	V
.	.	$.

sed	sed	CON
nunquid	numquis	ADV
haec	hic	PRO
voluntas	voluntas	NN
mala	malum	ADJ
erat	sum	V
?	?	$.
non	non	ADV
,	,	$,
inquies	inquies	V
,	,	$,
haec	hic	PRO
arbitror	arbitror	V
;	;	$.
sed	sed	CON
illa	ille	PRO
quam	quam	CON
habuerit	habeo	V
de	de	AP
occisione	occisio	NN
domini	dominus	NN
persequentis	persequor	V
.	.	$.

respondeo	respondeus	V
:	:	$.
bene	bene	ADV
et	et	CON
argute	arguo	V
dicis	dico	NN
,	,	$,
si	si	CON
voluntatem	voluntas	NN
posses	possum	ADJ
assignare	assigno	V
in	in	AP
eo	is	PRO
quod	quod	CON
asseris	asserus	V
.	.	$.

sed	sed	CON
,	,	$,
jam	iam	ADV
ut	ut	CON
dictum	dico	V
est	sum	V
,	,	$,
nolens	nolo	V
et	et	CON
coactus	cogo	V
hoc	hic	PRO
fecit	facio	V
,	,	$,
quod	quod	CON
quantum	quantum	ADV
potuit	possum	V
vitam	vita	NN
incolumem	incolumes	ADJ
distulit	differo	V
,	,	$,
sciens	scio	V
quoque	quoque	ADV
ex	ex	AP
hac	hic	PRO
interfectione	interfectio	NN
vitae	vita	NN
sibi	sui	PRO
periculum	periculum	NN
imminere	immineo	V
.	.	$.

quomodo	quomodo	ADV
ergo	ergo	ADV
illud	ille	PRO
voluntarie	voluntarie	ADV
fecit	facio	V
quod	quod	CON
eum	is	PRO
ipso	ipse	PRO
etiam	etiam	CON
vitae	vita	NN
suae	suus	PRO
periculo	periculum	NN
commisit	committo	V
?	?	$.
quod	quod	CON
si	si	CON
respondeas	respondeus	V
ex	ex	AP
voluntate	voluntas	NN
id	is	PRO
quoque	quoque	ADV
esse	sum	V
factum	facio	V
,	,	$,
cum	cum	CON
ex	ex	AP
voluntate	voluntas	NN
scilicet	scilicet	ADV
mortem	mors	NN
evadendi	evado	V
,	,	$,
non	non	ADV
dominum	dominus	NN
suum	suus	NN
occidendi	occido	V
,	,	$,
constet	consto	V
in	in	AP
hoc	hic	PRO
eum	is	PRO
esse	sum	V
inductum	induco	V
:	:	$.
nequaquam	nequaquam	ADV
id	is	PRO
refellimus	refello	V
;	;	$.
sed	sed	CON
,	,	$,
ut	ut	CON
jam	iam	ADV
dictum	dico	V
est	sum	V
,	,	$,
nequaquam	nequaquam	ADV
voluntas	voluntas	NN
ista	iste	PRO
tanquam	tanquam	CON
mala	malum	NN
est	sum	V
improbanda	improbo	V
,	,	$,
per	per	AP
quam	quam	PRO
ille	ille	PRO
,	,	$,
ut	ut	CON
dicis	dico	NN
,	,	$,
mortem	mors	NN
evadere	evado	V
,	,	$,
non	non	ADV
dominum	dominus	NN
voluit	volo	V
occidere	occido	V
;	;	$.
et	et	CON
tamen	tamen	ADV
deliquit	delinquo	V
consentiendo	consentio	V
,	,	$,
quamvis	quamvis	ADV
coactus	cogo	V
timore	timor	NN
mortis	mors	NN
injustae	iniustus	V
,	,	$,
interfectioni	interfectio	NN
quam	quam	CON
eum	is	PRO
potius	pote	ADV
ferre	fero	V
quam	quam	CON
inferre	infero	V
oportuit	oportuo	V
;	;	$.
gladium	gladium	NN
quippe	quippe	CON
accipit	accipio	V
per	per	AP
se	sui	PRO
,	,	$,
non	non	ADV
traditum	trado	NN
sibi	sui	PRO
habuit	habeo	V
a	ab	AP
potestate	potestas	NN
;	;	$.
unde	unde	ADV
veritas	veritas	NN
:	:	$.
omnis	omnis	ADJ
,	,	$,
inquit	inquam	V
,	,	$,
qui	qui	PRO
acceperit	accipio	V
gladium	gladium	NN
,	,	$,
gladio	gladium	NN
peribit	peribeo	V
;	;	$.
hoc	hic	PRO
est	sum	V
damnationem	damnatio	NN
atque	atque	CON
animae	anima	NN
suae	suus	PRO
occisionem	occisio	NN
ex	ex	AP
hac	hic	PRO
temeritate	temeritas	NN
incurrit	incurro	V
.	.	$.

voluit	volo	V
itaque	itaque	CON
,	,	$,
ut	ut	CON
dictum	dico	V
est	sum	V
,	,	$,
ille	ille	PRO
mortem	mors	NN
evadere	evado	V
,	,	$,
non	non	ADV
dominum	dominus	NN
occidere	occido	V
;	;	$.
sed	sed	CON
quia	quia	CON
in	in	AP
occisionem	occisio	NN
consensit	consentio	V
,	,	$,
in	in	AP
quam	qui	CON
non	non	ADV
debuit	debeo	V
,	,	$,
hic	hic	PRO
ejus	is	PRO
injustus	iniustus	NN
consensus	consendo	NN
qui	qui	PRO
occisionem	occisio	NN
praecessit	praecedo	V
peccatum	peccatum	NN
fuit	sum	V
.	.	$.

quod	quod	CON
si	si	CON
quis	quis	PRO
forte	fors	NN
dicat	dico	V
:	:	$.
quia	quia	CON
voluit	volo	V
interficere	interficio	V
dominum	dominus	NN
suum	suus	NN
propter	propter	AP
hoc	hic	PRO
ut	ut	CON
mortem	mors	NN
evaderet	evado	V
,	,	$,
non	non	ADV
ideo	ideo	ADV
simpliciter	simpliciter	ADV
inferre	infero	V
potest	possum	V
quia	quia	CON
voluit	volo	V
eum	is	PRO
occidere	occido	V
;	;	$.
veluti	velut	ADV
si	si	CON
dicam	dico	NN
alicui	aliquis	PRO
:	:	$.
quia	quia	CON
volo	volo	V
ut	ut	CON
habeas	habeo	V
cappam	cappa	NN
meam	meus	PRO
propter	propter	AP
hoc	hic	PRO
ut	ut	CON
des	deus	V
mihi	ego	PRO
quinque	quinque	NUM
solidos	solidus	NN
,	,	$,
vel	vel	CON
:	:	$.
libenter	libenter	ADV
eam	is	PRO
pro	pro	AP
pretio	pretium	NN
isto	iste	PRO
fieri	fio	V
tuam	tuus	PRO
volo	volo	V
,	,	$,
non	non	ADV
ideo	ideo	ADV
concedo	concedo	V
quod	quod	CON
eam	is	PRO
tuam	tuus	PRO
esse	sum	V
velim	volo	ADJ
.	.	$.

sed	sed	CON
et	et	CON
si	si	CON
quis	quis	PRO
in	in	AP
carcere	carcer	NN
constrictus	constringo	V
velit	volo	V
filium	filius	NN
suum	suus	PRO
ibi	ibi	ADV
pro	pro	AP
se	sui	PRO
ponere	pono	V
,	,	$,
ut	ut	CON
redemptionem	redemptio	NN
suam	suus	PRO
perquirat	perquiro	V
,	,	$,
nunquid	numquis	ADV
ideo	ideo	ADV
simpliciter	simpliciter	ADV
concedimus	concedo	V
quod	quod	CON
filium	filius	NN
suum	suus	PRO
in	in	AP
carcerem	carcer	NN
mittere	mitto	V
velit	volo	V
,	,	$,
quod	quod	CON
cum	cum	AP
magnis	magnus	ADJ
lacrymis	lacrima	NN
et	et	CON
cum	cum	AP
multis	multus	ADJ
gemitibus	gemitus	NN
sustinere	sustineo	V
cogitur	cogo	V
?	?	$.
non	non	ADV
utique	utique	ADV
talis	talis	PRO
,	,	$,
uti	utor	V
ita	ita	ADV
dicam	dico	V
,	,	$,
voluntas	voluntas	NN
,	,	$,
quae	qui	PRO
in	in	AP
magno	magnus	ADJ
dolore	dolor	NN
animi	animus	NN
consistit	consisto	V
,	,	$,
dicenda	dico	V
est	sum	V
voluntas	voluntas	NN
,	,	$,
sed	sed	CON
potius	pote	ADV
passio	passio	NN
.	.	$.

et	et	CON
tale	talis	PRO
est	sum	V
;	;	$.
quia	quia	CON
hoc	hic	PRO
vult	volo	V
propter	propter	AP
illud	ille	PRO
,	,	$,
tanquam	tanquam	CON
si	si	CON
diceretur	dico	V
quia	quia	CON
quod	quod	CON
non	non	ADV
vult	volo	V
tolerat	tolero	V
,	,	$,
propter	propter	AP
illud	ille	PRO
quod	quod	CON
desiderat	desidero	V
.	.	$.

sic	sic	ADV
et	et	CON
infirmus	infirmus	NN
uri	urior	NN
,	,	$,
vel	vel	CON
secari	secarior	NN
dicitur	dico	V
,	,	$,
ut	ut	CON
sanetur	sano	V
,	,	$,
et	et	CON
martyres	martyris	NN
pati	patior	V
,	,	$,
ut	ut	CON
ad	ad	ADV
christum	christus	NN
perveniant	pervenio	V
;	;	$.
christus	christus	NP
ipse	ipse	PRO
,	,	$,
ut	ut	CON
nos	nos	PRO
ejus	is	PRO
passione	passio	NN
salvemur	salvo	V
.	.	$.

non	non	ADV
tamen	tamen	ADV
ideo	ideo	ADV
simpliciter	simpliciter	ADV
concedere	concedo	V
cogimur	cogo	V
ut	ut	CON
hoc	hic	PRO
velint	volo	V
;	;	$.
nusquam	nusquam	ADV
enim	enim	CON
passio	passio	NN
esse	sum	V
potest	possum	V
,	,	$,
nisi	nisi	CON
ubi	ubi	CON
contra	contra	AP
voluntatem	voluntas	NN
aliquid	aliquis	PRO
fit	fio	V
;	;	$.
nec	nec	CON
quisquam	quisquam	PRO
in	in	AP
eo	is	PRO
patitur	patior	V
,	,	$,
ubi	ubi	CON
suam	suus	PRO
implet	impleo	V
voluntatem	voluntas	NN
et	et	CON
quod	quod	CON
fieri	fio	V
eum	is	PRO
oblectat	oblecto	V
.	.	$.

et	et	CON
certe	certe	ADV
apostolus	apostolus	NN
,	,	$,
qui	qui	PRO
ait	aio	V
:	:	$.
cupio	cupio	V
dissolvi	dissolvo	V
,	,	$,
et	et	CON
esse	sum	V
cum	cum	CON
christo	christus	NN
,	,	$,
id	is	PRO
est	sum	V
ad	ad	ADV
hoc	hic	PRO
mori	morior	NN
ut	ut	CON
ad	ad	ADV
eum	is	PRO
perveniam	pervenio	V
,	,	$,
ipse	ipse	PRO
alibi	alibi	ADV
commemorat	commemoro	V
:	:	$.
nolumus	nolo	V
exspoliari	exspolio	V
,	,	$,
sed	sed	CON
supervestiri	supervestio	V
,	,	$,
ut	ut	CON
absorbeatur	absorbeo	V
mortale	mortalis	ADJ
a	ab	AP
vita	vita	NN
.	.	$.

quam	qui	ADV
etiam	etiam	CON
sententiam	sententia	NN
a	ab	AP
domino	dominus	NN
dictam	dictus	V
beatus	beatus	ADJ
augustinus	augustinus	NP
meminit	meminio	V
,	,	$,
ubi	ubi	CON
petro	petrus	NP
dixit	dico	V
:	:	$.
extendes	extendes	V
manus	manus	NN
tuas	tuus	PRO
et	et	CON
alius	alius	PRO
te	tu	PRO
cinget	cingo	V
,	,	$,
et	et	CON
ducet	duco	V
quo	quo	CON
tu	tu	PRO
non	non	ADV
vis	video	V
.	.	$.

