token	lemma	pos
perfecte	perfecte	ADV
absque	absque	AP
timore	timor	NN
dei	deus	NN
,	,	$,
nec	nec	CON
bonum	bonus	ADJ
opus	opus	NN
omnino	omnino	ADV
esse	sum	V
praeter	praeter	AP
observantiam	observantia	NN
mandatorum	mandatum	NN
.	.	$.

depulsis	depello	NN
ergo	ergo	ADV
duobus	duo	NUM
malis	malum	NN
duorum	duo	ADJ
lectione	lectio	NN
librorum	liber	NN
,	,	$,
competenter	competenter	ADV
jam	iam	ADV
acceditur	accedo	V
ad	ad	ADV
hunc	hic	PRO
sacrum	sacer	ADJ
theoricumque	theoricus	ADJ
sermonem	sermo	NN
:	:	$.
qui	qui	PRO
cum	cum	CON
sit	sum	V
amborum	ambor	PRO
fructus	fructus	NN
,	,	$,
nonnisi	nonnisi	CON
sobriis	sobrius	NN
mentibus	mens	NN
et	et	CON
auribus	auris	NN
omnino	omnino	ADV
credendus	credo	V
est	sum	V
.	.	$.

alioquin	alioqui	ADV
ante	ante	AP
carnem	carnis	NN
disciplinae	disciplina	NN
studiis	studium	NN
edomitam	edomitus	NN
et	et	CON
mancipatam	mancipatus	NN
spiritui	spiritus	NN
,	,	$,
ante	ante	AP
spretam	spreta	ADJ
et	et	CON
abjectam	abiecta	NN
saeculi	saeculum	NN
pompam	pompa	NN
et	et	CON
sarcinam	sarcina	NN
,	,	$,
indigne	indignus	ADJ
ab	ab	AP
impuris	impuris	ADJ
lectio	lectio	NN
sancta	sanctus	ADJ
praesumitur	praesumo	V
.	.	$.

quomodo	quomodo	ADV
nempe	nempe	CON
lux	lux	NN
incassum	incado	ADJ
circumfundit	circumfundo	V
oculos	oculus	NN
caecos	caecus	NN
vel	vel	CON
clausos	claudo	NN
,	,	$,
ita	ita	ADV
animalis	animalis	ADJ
homo	homo	NN
non	non	ADV
percipit	percipio	V
ea	is	PRO
quae	qui	PRO
sunt	sum	V
spiritus	spiritus	NN
dei	deus	NN
(	(	$(
ibid	ibide	ADV
.	.	$.

,	,	$,
)	)	$(
.	.	$.

quippe	quippe	CON
spiritus	spiritus	NN
sanctus	sanctus	ADJ
disciplinae	disciplina	NN
effugiet	effugio	V
fictum	ficio	NN
,	,	$,
quod	quod	CON
est	sum	V
vita	vita	NN
incontinens	incontineo	V
;	;	$.
sed	sed	CON
nec	nec	CON
erit	sum	V
ei	is	PRO
unquam	unquam	ADV
pars	pars	NN
cum	cum	AP
mundi	mundus	NN
vanitate	vanitas	NN
,	,	$,
cum	cum	CON
veritatis	veritas	NN
sit	sum	V
spiritus	spiritus	NN
.	.	$.

quae	qui	PRO
enim	enim	CON
societas	societas	NN
ei	is	PRO
quae	qui	PRO
desursum	desurgo	V
est	sum	V
sapientiae	sapientia	NN
,	,	$,
et	et	CON
sapientiae	sapientia	NN
mundi	mundus	NN
,	,	$,
quae	qui	PRO
stultitia	stultitia	V
est	sum	V
apud	apud	AP
deum	deus	NN
;	;	$.
aut	aut	CON
sapientiae	sapientia	NN
carnis	caro	NN
,	,	$,
quae	qui	PRO
et	et	CON
ipsa	ipse	PRO
inimica	inimicus	V
est	sum	V
deo	deus	NN
?	?	$.
puto	puto	V
autem	autem	CON
quod	quod	CON
jam	iam	ADV
non	non	ADV
habebit	habeo	V
unde	unde	ADV
adversum	adversum	CON
nos	nos	PRO
murmuret	murmuro	V
is	is	PRO
,	,	$,
qui	qui	PRO
nobis	nos	PRO
de	de	AP
via	via	NN
venit	venio	V
amicus	amicus	NN
,	,	$,
cum	cum	CON
et	et	CON
tertium	tertium	ORD
istum	iste	PRO
insumpserit	insumo	V
panem	panis	NN
.	.	$.

sed	sed	CON
quis	quis	PRO
franget	frango	V
?	?	$.
adest	adsum	V
paterfamilias	paterfamilis	NN
;	;	$.
cognoscite	cognosco	V
dominum	dominus	NN
in	in	AP
fractione	fractio	NN
panis	panis	NN
.	.	$.

quis	quis	PRO
enim	enim	CON
alter	alter	PRO
idoneus	idoneus	ADJ
?	?	$.
non	non	ADV
equidem	equideo	V
ego	ego	PRO
mihi	ego	PRO
istud	iste	PRO
temere	temo	ADV
arrogaverim	arrogo	V
.	.	$.

sic	sic	ADV
spectetis	specto	V
ad	ad	AP
me	ego	PRO
,	,	$,
ut	ut	CON
ex	ex	AP
me	ego	PRO
non	non	ADV
exspectetis	exspecto	V
.	.	$.

nam	nam	CON
et	et	CON
ego	ego	NE
unus	unus	NN
sum	sum	V
de	de	AP
exspectantibus	exspecto	NN
,	,	$,
mendicans	mendico	V
et	et	CON
ipse	ipse	PRO
vobiscum	vos	PRO
cibum	cibus	NN
animae	anima	NN
meae	meus	PRO
,	,	$,
alimoniam	alimonia	NN
spiritus	spiritus	NN
.	.	$.

revera	revera	vera
pauper	pauper	NN
et	et	CON
inops	inops	NN
pulso	pulsus	V
ad	ad	ADV
eum	is	PRO
,	,	$,
qui	qui	PRO
aperit	apio	V
et	et	CON
nemo	nemo	PRO
claudit	claudo	V
,	,	$,
super	super	AP
sermonis	sermo	NN
hujus	hic	PRO
profundissimo	profundus	ADJ
sacramento	sacramentum	NN
.	.	$.

oculi	oculus	NN
omnium	omnis	ADJ
in	in	AP
te	tu	PRO
sperant	spero	V
,	,	$,
domine	dominus	NN
.	.	$.

parvuli	parvulus	NN
petierunt	peto	V
panem	panis	NN
;	;	$.
non	non	ADV
est	sum	V
qui	qui	PRO
frangat	frango	V
eis	is	PRO
;	;	$.
speratur	spero	V
id	is	PRO
a	ab	AP
benignitate	benignitas	NN
tua	tuus	PRO
.	.	$.

o	o	ITJ
piissime	piubeo	NN
,	,	$,
frange	frango	V
esurientibus	esurio	V
panem	panis	NN
tuum	tuus	PRO
,	,	$,
meis	meus	PRO
quidem	quidem	ADV
,	,	$,
si	si	CON
dignaris	digno	V
,	,	$,
manibus	manus	NN
,	,	$,
sed	sed	CON
tuis	tuus	PRO
viribus	vis	NN
.	.	$.

dic	dico	V
,	,	$,
quaeso	quaeso	V
,	,	$,
nobis	nos	PRO
,	,	$,
a	ab	AP
quo	qui	PRO
,	,	$,
de	de	AP
quo	qui	CON
,	,	$,
ad	ad	ADV
quemve	quemvis	NP
dicitur	dico	V
:	:	$.
osculetur	osculo	V
me	ego	PRO
osculo	osculo	V
oris	os	NN
sui	suus	NN
?	?	$.
aut	aut	CON
quale	qualis	PRO
est	sum	V
istud	iste	PRO
ita	ita	ADV
subitaneum	subitaneus	V
,	,	$,
et	et	CON
factum	facio	V
repente	repente	ADV
de	de	AP
medio	medius	ADJ
sermonis	sermo	NN
exordium	exordium	NN
?	?	$.
sic	sic	ADV
quippe	quippe	CON
in	in	AP
verba	verbum	NN
prorumpit	prorumpio	V
,	,	$,
quasi	quasi	CON
quempiam	quispiam	PRO
loquentem	loquor	V
praemiserit	praemitto	V
,	,	$,
cui	qui	PRO
consequenter	consequenter	ADV
respondentem	respondeo	V
et	et	CON
hanc	hic	PRO
introducat	introduco	V
personam	persona	NN
,	,	$,
quaecunque	quicumque	PRO
est	sum	V
ipsa	ipse	PRO
quae	qui	PRO
osculum	osculum	NN
flagitat	flagito	V
.	.	$.

deinde	deinde	ADV
si	si	CON
se	sui	PRO
osculari	osculor	V
a	ab	AP
nescio	nescio	V
quo	qui	PRO
vel	vel	CON
petit	peto	V
,	,	$,
vel	vel	CON
praecipit	praecipio	V
;	;	$.
cur	cur	ADV
signanter	signanter	V
et	et	CON
nominatim	nominatim	ADV
ore	os	NN
,	,	$,
et	et	CON
ore	os	NN
suo	suus	NN
;	;	$.
quasi	quasi	CON
aliud	alius	PRO
quam	quam	CON
os	os	NN
,	,	$,
aut	aut	CON
alienum	alienus	ADJ
,	,	$,
et	et	CON
non	non	ADV
potius	potius	ADV
suum	suus	PRO
,	,	$,
exhibere	exhibeo	V
sibi	sui	PRO
soleant	soleo	V
osculantes	osculor	V
?	?	$.
quanquam	quanquam	CON
ne	ne	CON
hoc	hic	PRO
quidem	quidem	ADV
dicit	dico	V
:	:	$.
osculetur	osculo	V
me	ego	PRO
ore	os	NN
suo	suus	NN
:	:	$.
sed	sed	CON
aliud	alius	PRO
profecto	profecto	ADV
inusitatius	inusitatio	NN
:	:	$.
osculo	osculo	V
,	,	$,
inquit	inquam	V
,	,	$,
oris	os	NN
sui	suus	NN
.	.	$.

et	et	CON
quidem	quidem	ADV
jucundum	iucundus	V
eloquium	eloquium	NN
,	,	$,
quod	quod	CON
ab	ab	AP
osculo	osculo	V
principium	principium	NN
sumit	sumo	V
,	,	$,
et	et	CON
blanda	blandum	NN
ipsa	ipse	PRO
quaedam	quidam	PRO
scripturae	scriptura	NN
facies	facies	NN
facile	facile	ADV
afficit	afficio	V
et	et	CON
allicit	allicio	V
ad	ad	ADV
legendum	lego	V
,	,	$,
ita	ita	ADV
ut	ut	CON
quod	quod	CON
in	in	AP
ea	is	PRO
latet	lateo	V
,	,	$,
delectet	delecto	V
etiam	etiam	CON
cum	cum	AP
labore	labor	NN
investigare	investigo	V
,	,	$,
nec	nec	CON
fatiget	fatigo	V
inquirendi	inquiro	V
forte	fors	ADV
difficultas	difficultas	NN
,	,	$,
ubi	ubi	CON
eloquii	eloquium	ADJ
suavitas	suavitas	NN
mulcet	mulceo	V
.	.	$.

verum	verum	ADV
quem	qui	PRO
non	non	ADV
valde	valde	ADV
attentum	attentus	V
faciat	facio	V
istiusmodi	istiusmodus	NP
principium	principium	NN
sine	sine	AP
principio	principium	NN
.	.	$.

et	et	CON
novitas	novitas	NN
locutionis	locutio	NN
in	in	AP
veteri	veter	ADJ
libro	liber	NN
?	?	$.
unde	unde	ADV
constat	consto	V
hoc	hic	PRO
opus	opus	NN
non	non	ADV
humano	humanus	ADJ
ingenio	ingenium	NN
,	,	$,
sed	sed	CON
spiritus	spiritus	NN
arte	ars	NN
ita	ita	ADV
compositum	compono	V
,	,	$,
ut	ut	CON
quamvis	quamvis	CON
difficile	difficilis	ADJ
intellectu	intellectus	NN
,	,	$,
sit	sum	V
tamen	tamen	ADV
inquisitu	inquisitus	V
delectabile	delectabilis	NN
.	.	$.

sed	sed	CON
quid	quis	PRO
?	?	$.
titulum	titulus	NN
praeterimus	praetio	V
?	?	$.
non	non	ADV
oportet	oportet	V
ne	ne	CON
unum	unus	NN
quidem	quidem	ADV
iota	iota	NN
,	,	$,
quando	quando	CON
et	et	CON
minutias	minutia	ADJ
jubemur	iubeo	ADV
colligere	colligo	V
fragmentorum	fragmentum	NN
,	,	$,
ne	ne	CON
pereant	pereo	V
.	.	$.

titulus	titulus	NN
talis	talis	PRO
est	sum	V
:	:	$.
incipiunt	incipio	V
cantica	canticum	NN
canticorum	canticum	ADJ
salomonis	salomon	NP
.	.	$.

observa	observus	V
in	in	AP
primis	primus	ORD
pacifici	pacificus	ADJ
nomen	nomen	NN
,	,	$,
quod	quod	CON
est	sum	V
salomon	salomon	NP
,	,	$,
convenire	convenio	V
principio	principium	NN
libri	liber	NN
,	,	$,
qui	qui	PRO
incipit	incipio	V
a	ab	AP
signo	signum	NN
pacis	pax	NN
,	,	$,
id	is	PRO
est	sum	V
ab	ab	AP
osculo	osculo	V
;	;	$.
simulque	simul	ADV
adverte	adverte	V
hujuscemodi	huiuscemodus	NN
principiis	principium	ADJ
solas	sola	NN
ad	ad	ADV
hanc	hic	PRO
intelligendam	intelligo	V
scripturam	scriptura	NN
mentes	mens	NN
invitari	invito	V
pacificas	pacifico	V
,	,	$,
quae	qui	PRO
sese	sui	PRO
jam	iam	ADV
a	ab	AP
vitiorum	vitium	NN
vindicare	vindico	V
perturbationibus	perturbatio	NN
et	et	CON
curarum	cura	NN
tumultibus	tumultus	ADJ
praevalent	praevaleo	V
.	.	$.

dehinc	dehinc	ADV
ne	ne	CON
hoc	hic	PRO
quoque	quoque	ADV
otiosum	otiosus	V
putes	puto	NN
,	,	$,
quod	quod	CON
non	non	ADV
simpliciter	simpliciter	ADV
cantica	canticum	NN
,	,	$,
sed	sed	CON
cantica	canticum	NN
canticorum	canticus	ADJ
habet	habeo	V
inscriptio	inscriptio	NN
.	.	$.

multa	multus	ADJ
quippe	quippe	CON
legi	lex	NN
cantica	canticum	NN
in	in	AP
scripturis	scriptura	NN
,	,	$,
et	et	CON
nullum	nullus	PRO
illorum	ille	PRO
memini	meminus	NN
taliter	taliter	ADV
appellari	appello	V
.	.	$.

cecinit	cano	V
israel	israel	NE
carmen	carmen	NN
domino	dominus	NN
,	,	$,
quod	quod	CON
gladium	gladium	NN
pariter	pariter	ADV
et	et	CON
jugum	iugum	NN
evaserit	evado	V
pharaonis	pharao	ADJ
,	,	$,
gemino	geminus	NN
maris	mare	NN
mirabiliter	mirabiliter	ADV
liberatus	libero	V
simul	simul	ADV
et	et	CON
vindicatus	vindico	V
obsequio	obsequium	NN
.	.	$.

non	non	ADV
tamen	tamen	ADV
quod	quod	CON
cecinit	cano	V
,	,	$,
dictum	dico	V
est	sum	V
canticum	canticum	NN
canticorum	canticus	ADJ
;	;	$.
sed	sed	CON
,	,	$,
si	si	CON
bene	benus	ADV
recolo	recolus	NN
:	:	$.
cecinit	cano	V
,	,	$,
ait	aio	V
scriptura	scriptura	NN
,	,	$,
israel	israel	NE
carmen	carmen	NN
hoc	hic	PRO
domino	dominus	NN
.	.	$.

cecinit	cano	V
etiam	etiam	CON
debbora	debbora	NN
,	,	$,
cecinit	cano	V
et	et	CON
judith	judith	V
,	,	$,
cecinit	cano	V
et	et	CON
mater	mater	NN
samuelis	samuel	NP
;	;	$.
prophetae	propheta	NN
quoque	quoque	ADV
aliqui	aliquis	PRO
cecinerunt	cano	V
,	,	$,
et	et	CON
nemo	nemo	PRO
eorum	is	PRO
legitur	lego	V
appellasse	appello	V
canticum	canticum	NN
suum	suus	PRO
cantica	canticum	NN
canticorum	canticus	ADJ
.	.	$.

sane	sane	ADV
omnes	omnis	ADJ
,	,	$,
ni	ni	CON
fallor	fallo	V
,	,	$,
cecinisse	cano	V
reperies	reperio	NN
pro	pro	AP
quocunque	quocumque	PRO
suo	suus	PRO
,	,	$,
suorumve	suorum	NN
percepto	percipio	V
commodo	commodus	NN
:	:	$.
verbi	verbum	NN
gratia	gratia	AP
,	,	$,
pro	pro	AP
obtentu	obtentus	NN
victoriae	victoria	NN
,	,	$,
pro	pro	AP
evasione	evasio	NN
periculi	periculum	NN
,	,	$,
aut	aut	CON
pro	pro	AP
concupitae	concupio	ADJ
rei	res	NN
qualiscunque	qualiscumque	ADJ
adepto	adipio	V
beneficio	beneficium	NN
.	.	$.

ita	ita	ADV
ergo	ergo	ADV
plerique	pleri	ADJ
cecinerunt	canineo	V
,	,	$,
singuli	singulus	ADJ
pro	pro	AP
singulis	singulus	ADJ
causis	causa	NN
,	,	$,
ne	ne	CON
ingrati	ingratus	ADJ
divinis	divinus	ADJ
beneficiis	beneficium	NN
invenirentur	invenio	V
,	,	$,
juxta	iuxta	AP
illud	ille	PRO
:	:	$.
confitebitur	confiteor	V
tibi	tu	PRO
,	,	$,
cum	cum	CON
benefeceris	benefecio	V
ei	is	PRO
.	.	$.

at	at	CON
vero	vero	CON
rex	rex	NN
iste	iste	PRO
salomon	salomon	NP
,	,	$,
sapientia	sapientia	NN
singularis	singularis	ADJ
,	,	$,
sublimis	sublimus	ADJ
gloria	gloria	NN
,	,	$,
rebus	res	NN
affluens	affluo	ADJ
,	,	$,
pace	pax	NN
securus	securus	ADJ
,	,	$,
nullius	nullus	PRO
talium	talis	PRO
eguisse	egeo	V
cognoscitur	cognosco	V
,	,	$,
pro	pro	AP
quo	qui	CON
accepto	accipio	V
ista	iste	PRO
decantare	decanto	V
libuerit	libeo	V
.	.	$.

sed	sed	CON
nec	nec	CON
scriptura	scriptura	NN
ipsa	ipse	PRO
sui	suus	PRO
uspiam	uspia	NN
tale	talis	PRO
aliquid	aliquis	PRO
significare	significo	V
videtur	video	V
.	.	$.

itaque	itaque	CON
divinitus	divinitus	ADV
inspiratus	inspiro	ADJ
,	,	$,
christi	christus	NP
et	et	CON
ecclesiae	ecclesia	NN
laudes	laus	NN
,	,	$,
et	et	CON
sacri	sacer	ADJ
amoris	amor	NN
gratiam	gratia	NN
,	,	$,
et	et	CON
aeterni	aeternus	ADJ
connubii	connubium	NN
cecinit	cano	V
sacramenta	sacramentum	NN
;	;	$.
simulque	simul	ADV
expressit	expredio	V
sanctae	sanctus	ADJ
desiderium	desiderium	NN
animae	anima	NN
,	,	$,
et	et	CON
epithalamii	epithalamium	ADJ
carmen	carmen	NN
,	,	$,
exsultans	exsulto	V
in	in	AP
spiritu	spiritus	NN
,	,	$,
jucundo	iucundus	V
composuit	compono	V
eulogio	eulogium	NN
,	,	$,
figurato	figuro	V
tamen	tamen	ADV
.	.	$.

nimirum	nimirum	ADV
velabat	velo	V
et	et	CON
ipse	ipse	PRO
instar	instar	NN
moysi	moyses	NP
faciem	facies	NN
suam	suus	PRO
,	,	$,
non	non	ADV
minus	minus	ADV
forsitan	forsitan	ADV
in	in	AP
hac	hic	PRO
parte	pars	NN
fulgentem	fulgens	V
,	,	$,
eo	eo	PRO
quod	quod	CON
illo	ille	PRO
adhuc	adhuc	ADV
in	in	AP
tempore	tempus	NN
nemo	nemo	PRO
,	,	$,
aut	aut	CON
rarus	rarus	ADJ
erat	sum	V
,	,	$,
qui	qui	PRO
revelata	revelo	V
facie	facies	NN
gloriam	gloria	NN
istam	iste	PRO
speculari	speculor	V
sufficeret	sufficio	V
.	.	$.

igitur	igitur	CON
pro	pro	AP
sui	suus	PRO
excellentia	excellentia	NN
reor	reor	V
nuptiale	nuptialis	ADJ
hoc	hic	PRO
carmen	carmen	NN
hujusmodi	huiusmodi	PTC
titulo	titulus	NN
praesignitum	praesignitus	NN
praesignatum	praesigno	V
]	]	$(
,	,	$,
ut	ut	CON
merito	merito	ADV
cantica	canticum	NN
canticorum	canticus	ADJ
singulariter	singulariter	ADV
appelletur	appello	V
,	,	$,
sicut	sicut	CON
is	is	PRO
quoque	quoque	ADV
cui	qui	PRO
canitur	cano	V
,	,	$,
singulariter	singulariter	ADV
est	sum	V
dictus	dico	NN
:	:	$.
rex	rex	NN
regum	rex	NN
,	,	$,
et	et	CON
dominus	dominus	NN
dominantium	dominor	V
.	.	$.

caeterum	caeterus	V
vos	vos	PRO
,	,	$,
si	si	CON
vestram	vester	PRO
experientiam	experientia	NN
advertatis	adverto	V
,	,	$,
nonne	nonne	ADV
in	in	AP
victoria	victorium	NN
,	,	$,
qua	quis	PRO
vicit	vico	V
mundum	mundus	NN
fides	fides	NN
vestra	vester	PRO
,	,	$,
et	et	CON
in	in	AP
exitu	exitus	NN
vestro	vester	PRO
de	de	AP
lacu	lacus	NN
miseriae	miseria	NN
et	et	CON
de	de	AP
luto	lutus	NN
faecis	facio	NN
,	,	$,
cantastis	canto	V
et	et	CON
ipsi	ipse	PRO
domino	dominus	NN
canticum	canticum	NN
novum	novus	ADJ
,	,	$,
quia	quia	CON
mirabilia	mirabilis	ADJ
fecit	facio	V
?	?	$.
rursus	rursus	ADV
cum	cum	CON
adjecit	adicio	V
primum	primum	ADV
supra	supra	AP
petram	petra	ADJ
statuere	statuo	V
pedes	pes	NN
vestros	vester	PRO
,	,	$,
et	et	CON
dirigere	dirigo	V
gressus	gressus	NN
vestros	vester	PRO
;	;	$.
puto	puto	V
quod	quod	CON
et	et	CON
tunc	tunc	ADV
nihilominus	nihilominus	ADV
pro	pro	AP
indulta	indultus	V
novitate	novitas	NN
vitae	vita	NN
immissum	immitto	V
sit	sum	V
in	in	AP
os	os	NN
vestrum	vester	PRO
canticum	canticum	NN
novum	novus	ADJ
,	,	$,
carmen	carmo	NN
deo	deus	NN
nostro	noster	PRO
.	.	$.

quid	quis	PRO
cum	cum	AP
poenitentibus	poenitens	NN
vobis	vos	PRO
non	non	ADV
solum	solum	ADV
peccata	peccatum	NN
dimisit	dimitto	V
,	,	$,
sed	sed	CON
insuper	insuper	ADV
promisit	promitto	V
et	et	CON
praemia	praemium	NN
;	;	$.
non	non	ADV
multo	multus	ADJ
magis	magis	ADV
spe	spes	NN
gaudentes	gaudeo	V
futurorum	futurus	NN
bonorum	bonum	ADJ
,	,	$,
cantastis	canto	NN
in	in	AP
viis	vium	NN
domini	dominus	NN
,	,	$,
quoniam	quoniam	CON
magna	magnus	ADJ
est	sum	V
gloria	gloria	NN
domini	dominus	NN
?	?	$.
at	at	CON
si	si	CON
cui	qui	PRO
forte	fors	NN
vestrum	vester	PRO
clausum	clausum	NN
vel	vel	CON
obscurum	obscurus	NN
aliquid	aliquis	PRO
de	de	AP
scripturis	scriptura	NN
interdum	interdum	ADV
eluxerit	eluco	V
,	,	$,
tunc	tunc	ADV
prorsus	prorsus	ADV
necesse	necesse	ADJ
est	sum	V
pro	pro	AP
percepta	percipio	V
coelestis	caelestis	ADJ
panis	panis	NN
alimonia	alimonia	NN
divinas	divinus	ADJ
mulceat	mulceo	V
aures	auris	NN
in	in	AP
voce	vox	NN
exsultationis	exsultatio	NN
et	et	CON
confessionis	confessio	NN
sonus	sonus	NN
epulantis	epulor	V
.	.	$.

sed	sed	CON
et	et	CON
in	in	AP
quotidianis	quotidianus	ADJ
exercitiis	exercitium	NN
et	et	CON
bellis	bella	NN
,	,	$,
quae	qui	PRO
nulla	nullus	PRO
hora	hora	NN
pie	pius	ADJ
in	in	AP
christo	christus	NN
viventibus	vivo	V
desunt	desum	V
a	ab	AP
